RoboCar Sensor Log
Started at: 2025-05-13T17:17:15.029377
================================================================================
[2025-05-13T17:17:15.529527] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: -0.10 | VIB: NO | ALC: 0.01
[2025-05-13T17:17:32.029530] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: 0.16 | VIB: YES | ALC: 0.12
[2025-05-13T17:17:32.529865] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: -0.11 | VIB: NO | ALC: 0.19
[2025-05-13T17:17:33.029609] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.95m | MAG: -0.18 | VIB: NO | ALC: 0.05
[2025-05-13T17:17:33.529536] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: 0.18 | VIB: NO | ALC: 0.09
[2025-05-13T17:17:34.029538] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: -0.13 | VIB: NO | ALC: 0.04
[2025-05-13T17:17:34.529537] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: -0.14 | VIB: NO | ALC: 0.05
[2025-05-13T17:17:35.029725] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: 0.05 | VIB: NO | ALC: 0.14
[2025-05-13T17:17:35.529535] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: -0.14 | VIB: NO | ALC: 0.16
[2025-05-13T17:17:36.029533] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: 0.17 | VIB: NO | ALC: 0.01
[2025-05-13T17:17:36.529530] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.05m | MAG: 0.07 | VIB: NO | ALC: 0.06
[2025-05-13T17:17:37.029701] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: -0.08 | VIB: NO | ALC: 0.19
[2025-05-13T17:17:37.529537] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: 0.19 | VIB: NO | ALC: 0.14
[2025-05-13T17:17:38.029523] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: 0.18 | VIB: NO | ALC: 0.16
[2025-05-13T17:17:38.529588] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: -0.04 | VIB: NO | ALC: 0.16
[2025-05-13T17:17:39.029528] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.95m | MAG: 0.05 | VIB: NO | ALC: 0.02
[2025-05-13T17:17:39.529532] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: 0.13 | VIB: YES | ALC: 0.02
[2025-05-13T17:17:40.029732] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: -0.07 | VIB: NO | ALC: 0.14
[2025-05-13T17:17:40.529525] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: 0.07 | VIB: NO | ALC: 0.14
[2025-05-13T17:17:41.029555] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.95m | MAG: -0.09 | VIB: NO | ALC: 0.12
[2025-05-13T17:17:41.529575] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: -0.00 | VIB: NO | ALC: 0.02
[2025-05-13T17:17:42.029601] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.26m | MAG: 0.04 | VIB: NO | ALC: 0.11
[2025-05-13T17:17:42.529535] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: -0.11 | VIB: NO | ALC: 0.17
[2025-05-13T17:17:43.029528] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: 0.10 | VIB: YES | ALC: 0.00
[2025-05-13T17:17:43.529638] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: 0.06 | VIB: NO | ALC: 0.04
[2025-05-13T17:17:44.029537] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.33m | MAG: 0.04 | VIB: YES | ALC: 0.20
[2025-05-13T17:17:44.529501] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.05m | MAG: -0.01 | VIB: NO | ALC: 0.03
[2025-05-13T17:17:45.029552] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: -0.16 | VIB: NO | ALC: 0.20
[2025-05-13T17:17:45.529541] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: -0.15 | VIB: NO | ALC: 0.12
[2025-05-13T17:17:46.029624] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: 0.10 | VIB: NO | ALC: 0.18
[2025-05-13T17:17:46.533771] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: -0.17 | VIB: NO | ALC: 0.10
[2025-05-13T17:17:47.029734] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.40m | MAG: 0.07 | VIB: NO | ALC: 0.12
[2025-05-13T17:17:47.529562] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.49m | MAG: -0.10 | VIB: NO | ALC: 0.07
[2025-05-13T17:17:48.029541] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: 0.05 | VIB: NO | ALC: 0.06
[2025-05-13T17:17:48.529549] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: 0.06 | VIB: NO | ALC: 0.11
[2025-05-13T17:17:49.029637] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.41m | MAG: -0.19 | VIB: YES | ALC: 0.15
[2025-05-13T17:17:49.529524] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.39m | MAG: 0.17 | VIB: NO | ALC: 0.05
[2025-05-13T17:17:50.029538] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: 0.17 | VIB: NO | ALC: 0.02
[2025-05-13T17:17:50.529491] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.47m | MAG: -0.10 | VIB: NO | ALC: 0.01
[2025-05-13T17:17:51.029666] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.38m | MAG: 0.05 | VIB: NO | ALC: 0.04
[2025-05-13T17:17:51.529632] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: -0.04 | VIB: NO | ALC: 0.19
[2025-05-13T17:17:52.029527] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: 0.07 | VIB: NO | ALC: 0.10
[2025-05-13T17:17:52.529632] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: -0.01 | VIB: NO | ALC: 0.03
[2025-05-13T17:17:53.029492] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: 0.16 | VIB: YES | ALC: 0.05
[2025-05-13T17:17:53.529494] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.44m | MAG: 0.17 | VIB: NO | ALC: 0.12
[2025-05-13T17:17:54.029541] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: -0.01 | VIB: NO | ALC: 0.07
[2025-05-13T17:17:54.529625] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: 0.00 | VIB: NO | ALC: 0.10
[2025-05-13T17:17:55.029755] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: 0.18 | VIB: NO | ALC: 0.18
[2025-05-13T17:17:55.529533] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: -0.04 | VIB: NO | ALC: 0.05
[2025-05-13T17:17:56.029711] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.30m | MAG: 0.19 | VIB: NO | ALC: 0.13
[2025-05-13T17:17:56.529507] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: -0.09 | VIB: NO | ALC: 0.01
[2025-05-13T17:17:57.029895] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.22m | MAG: 0.09 | VIB: YES | ALC: 0.06
[2025-05-13T17:17:57.529687] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: 0.05 | VIB: NO | ALC: 0.04
[2025-05-13T17:17:58.029576] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.05m | MAG: -0.10 | VIB: NO | ALC: 0.10
[2025-05-13T17:17:58.529602] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: -0.00 | VIB: NO | ALC: 0.02
[2025-05-13T17:17:59.029675] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: -0.04 | VIB: NO | ALC: 0.20
[2025-05-13T17:17:59.529759] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.27m | MAG: 0.05 | VIB: NO | ALC: 0.14
[2025-05-13T17:18:00.029532] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: -0.15 | VIB: NO | ALC: 0.02
[2025-05-13T17:18:00.529680] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: -0.10 | VIB: NO | ALC: 0.13
[2025-05-13T17:18:01.029535] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: -0.05 | VIB: NO | ALC: 0.00
[2025-05-13T17:18:01.529686] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: -0.15 | VIB: YES | ALC: 0.13
[2025-05-13T17:18:02.029667] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: 0.17 | VIB: NO | ALC: 0.18
[2025-05-13T17:18:02.529693] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: -0.06 | VIB: NO | ALC: 0.09
[2025-05-13T17:18:03.029683] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: -0.14 | VIB: NO | ALC: 0.19
[2025-05-13T17:18:03.529659] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: 0.09 | VIB: NO | ALC: 0.12
[2025-05-13T17:18:04.029582] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: -0.00 | VIB: NO | ALC: 0.17
[2025-05-13T17:18:04.529689] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.45m | MAG: -0.02 | VIB: NO | ALC: 0.18
[2025-05-13T17:18:05.029846] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: 0.02 | VIB: NO | ALC: 0.04
[2025-05-13T17:18:05.529699] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: -0.04 | VIB: NO | ALC: 0.07
[2025-05-13T17:18:06.029686] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.42m | MAG: 0.04 | VIB: NO | ALC: 0.10
[2025-05-13T17:18:06.529915] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: 0.19 | VIB: NO | ALC: 0.02
[2025-05-13T17:18:07.035704] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: 0.09 | VIB: NO | ALC: 0.07
[2025-05-13T17:18:07.529628] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: 0.19 | VIB: NO | ALC: 0.09
[2025-05-13T17:18:08.029551] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: -0.12 | VIB: NO | ALC: 0.11
[2025-05-13T17:18:08.529899] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: -0.17 | VIB: NO | ALC: 0.03
[2025-05-13T17:18:09.029819] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.42m | MAG: 0.11 | VIB: YES | ALC: 0.14
[2025-05-13T17:18:09.529533] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: 0.00 | VIB: NO | ALC: 0.14
[2025-05-13T17:18:10.029529] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.24m | MAG: 0.15 | VIB: NO | ALC: 0.18
[2025-05-13T17:18:10.529523] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.22m | MAG: 0.05 | VIB: NO | ALC: 0.17
[2025-05-13T17:18:11.029487] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: -0.00 | VIB: NO | ALC: 0.12
[2025-05-13T17:18:11.529527] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: 0.19 | VIB: NO | ALC: 0.07
[2025-05-13T17:18:12.029541] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: 0.03 | VIB: NO | ALC: 0.01
[2025-05-13T17:18:12.529541] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: 0.05 | VIB: NO | ALC: 0.16
[2025-05-13T17:18:13.029669] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.31m | MAG: 0.03 | VIB: NO | ALC: 0.07
[2025-05-13T17:18:13.529658] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: 0.05 | VIB: NO | ALC: 0.04
[2025-05-13T17:18:14.029640] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: 0.18 | VIB: NO | ALC: 0.18
[2025-05-13T17:18:14.529529] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: -0.02 | VIB: NO | ALC: 0.19
[2025-05-13T17:18:15.029557] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.34m | MAG: -0.08 | VIB: NO | ALC: 0.09
[2025-05-13T17:18:15.529818] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: -0.16 | VIB: NO | ALC: 0.00
[2025-05-13T17:18:16.029610] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: -0.15 | VIB: YES | ALC: 0.09
[2025-05-13T17:18:16.529718] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: 0.10 | VIB: NO | ALC: 0.07
[2025-05-13T17:18:17.029559] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: 0.16 | VIB: NO | ALC: 0.12
[2025-05-13T17:18:17.529606] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: -0.01 | VIB: NO | ALC: 0.20
[2025-05-13T17:18:18.029594] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.36m | MAG: -0.08 | VIB: NO | ALC: 0.16
[2025-05-13T17:18:18.529523] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: -0.14 | VIB: NO | ALC: 0.05
[2025-05-13T17:18:19.029548] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: 0.04 | VIB: NO | ALC: 0.17
[2025-05-13T17:18:19.529602] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: -0.03 | VIB: NO | ALC: 0.13
[2025-05-13T17:18:20.029527] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: -0.07 | VIB: NO | ALC: 0.03
[2025-05-13T17:18:20.529581] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: -0.16 | VIB: YES | ALC: 0.18
[2025-05-13T17:18:21.029626] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.20m | MAG: -0.00 | VIB: NO | ALC: 0.14
[2025-05-13T17:18:21.529889] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.31m | MAG: 0.05 | VIB: NO | ALC: 0.11
[2025-05-13T17:18:22.029683] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.30m | MAG: -0.07 | VIB: NO | ALC: 0.05
[2025-05-13T17:18:22.529527] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: 0.02 | VIB: NO | ALC: 0.13
[2025-05-13T17:18:23.029687] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: -0.07 | VIB: NO | ALC: 0.03
[2025-05-13T17:18:23.529683] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: -0.05 | VIB: NO | ALC: 0.03
[2025-05-13T17:18:24.029535] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: 0.01 | VIB: NO | ALC: 0.11
[2025-05-13T17:18:24.529544] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: 0.07 | VIB: NO | ALC: 0.01
[2025-05-13T17:18:25.029515] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: 0.13 | VIB: NO | ALC: 0.17
[2025-05-13T17:18:25.529708] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: -0.05 | VIB: NO | ALC: 0.09
[2025-05-13T17:18:26.029678] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.26m | MAG: 0.06 | VIB: NO | ALC: 0.10
[2025-05-13T17:18:26.529694] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: 0.13 | VIB: NO | ALC: 0.05
[2025-05-13T17:18:27.029610] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: -0.16 | VIB: NO | ALC: 0.09
[2025-05-13T17:18:27.529752] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: 0.06 | VIB: NO | ALC: 0.09
[2025-05-13T17:18:28.029727] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: 0.04 | VIB: NO | ALC: 0.07
[2025-05-13T17:18:28.529752] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.05m | MAG: 0.18 | VIB: NO | ALC: 0.15
[2025-05-13T17:18:29.029517] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: 0.02 | VIB: YES | ALC: 0.16
[2025-05-13T17:18:29.529739] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: 0.04 | VIB: NO | ALC: 0.00
[2025-05-13T17:18:30.029563] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: -0.05 | VIB: NO | ALC: 0.12
[2025-05-13T17:18:30.529527] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: 0.14 | VIB: NO | ALC: 0.07
[2025-05-13T17:18:31.029554] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: -0.15 | VIB: NO | ALC: 0.14
[2025-05-13T17:18:31.529699] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: -0.10 | VIB: NO | ALC: 0.08
