RoboCar Sensor Log
Started at: 2025-05-13T13:05:06.230306
================================================================================
[2025-05-13T13:05:06.730422] POS: (0.10, 0.00, 0.0°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: -0.14 | VIB: NO | ALC: 0.01
[2025-05-13T13:05:25.230540] POS: (3.36, 0.87, 40.1°) | VEL: linear=0.00, angular=0.50 | US: 0.28m | MAG: 0.04 | VIB: NO | ALC: 0.19
[2025-05-13T13:05:25.730546] POS: (3.42, 0.92, 43.0°) | VEL: linear=0.00, angular=0.50 | US: 0.26m | MAG: -0.02 | VIB: NO | ALC: 0.16
[2025-05-13T13:05:26.230608] POS: (3.48, 0.98, 45.8°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: -0.07 | VIB: NO | ALC: 0.13
[2025-05-13T13:05:26.730471] POS: (3.55, 1.05, 45.8°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: 0.13 | VIB: NO | ALC: 0.06
[2025-05-13T13:05:27.230506] POS: (3.62, 1.12, 45.8°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: 0.13 | VIB: NO | ALC: 0.06
[2025-05-13T13:05:27.730519] POS: (3.66, 1.17, 51.6°) | VEL: linear=0.00, angular=0.50 | US: 0.22m | MAG: 0.05 | VIB: NO | ALC: 0.14
[2025-05-13T13:05:28.230479] POS: (3.70, 1.23, 54.4°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: 0.12 | VIB: NO | ALC: 0.03
[2025-05-13T13:05:28.730544] POS: (3.75, 1.30, 57.3°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.12 | VIB: NO | ALC: 0.13
[2025-05-13T13:05:29.230545] POS: (3.79, 1.37, 60.2°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: -0.02 | VIB: NO | ALC: 0.13
[2025-05-13T13:05:29.730452] POS: (3.84, 1.45, 60.2°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.03 | VIB: NO | ALC: 0.16
[2025-05-13T13:05:30.231440] POS: (3.88, 1.52, 63.1°) | VEL: linear=0.00, angular=0.50 | US: 0.23m | MAG: -0.14 | VIB: NO | ALC: 0.02
[2025-05-13T13:05:30.730730] POS: (3.91, 1.60, 66.0°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: -0.15 | VIB: NO | ALC: 0.15
[2025-05-13T13:05:31.230691] POS: (3.94, 1.67, 68.8°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: -0.09 | VIB: YES | ALC: 0.16
[2025-05-13T13:05:31.731888] POS: (3.98, 1.76, 68.8°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: 0.01 | VIB: NO | ALC: 0.03
[2025-05-13T13:05:32.232362] POS: (4.02, 1.86, 68.8°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: 0.16 | VIB: NO | ALC: 0.05
[2025-05-13T13:05:32.730530] POS: (4.05, 1.95, 68.8°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: 0.13 | VIB: NO | ALC: 0.16
[2025-05-13T13:05:33.231261] POS: (4.09, 2.04, 68.8°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: 0.04 | VIB: NO | ALC: 0.01
[2025-05-13T13:05:33.730827] POS: (4.12, 2.13, 68.8°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.18 | VIB: NO | ALC: 0.03
[2025-05-13T13:05:34.230476] POS: (4.16, 2.23, 68.8°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.01 | VIB: NO | ALC: 0.13
[2025-05-13T13:05:34.730471] POS: (4.19, 2.30, 71.7°) | VEL: linear=0.00, angular=0.50 | US: 0.23m | MAG: 0.13 | VIB: NO | ALC: 0.04
[2025-05-13T13:05:35.230522] POS: (4.21, 2.38, 74.5°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: -0.07 | VIB: NO | ALC: 0.06
[2025-05-13T13:05:35.730516] POS: (4.24, 2.48, 74.5°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: 0.17 | VIB: NO | ALC: 0.02
[2025-05-13T13:05:36.230504] POS: (4.26, 2.57, 74.5°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: -0.01 | VIB: NO | ALC: 0.01
[2025-05-13T13:05:36.730439] POS: (4.27, 2.63, 80.3°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: 0.17 | VIB: NO | ALC: 0.03
[2025-05-13T13:05:37.230457] POS: (4.29, 2.73, 80.3°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: 0.00 | VIB: YES | ALC: 0.02
[2025-05-13T13:05:37.730411] POS: (4.30, 2.81, 83.1°) | VEL: linear=0.20, angular=0.00 | US: 0.95m | MAG: -0.00 | VIB: NO | ALC: 0.16
[2025-05-13T13:05:38.230412] POS: (4.32, 2.91, 83.1°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.11 | VIB: NO | ALC: 0.04
[2025-05-13T13:05:38.730467] POS: (4.32, 2.99, 86.0°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.08 | VIB: NO | ALC: 0.16
[2025-05-13T13:05:39.230418] POS: (4.33, 3.09, 86.0°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: -0.00 | VIB: NO | ALC: 0.15
[2025-05-13T13:05:39.730454] POS: (4.33, 3.17, 88.9°) | VEL: linear=0.00, angular=0.50 | US: 0.26m | MAG: -0.13 | VIB: NO | ALC: 0.02
[2025-05-13T13:05:40.230473] POS: (4.34, 3.27, 88.9°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: -0.12 | VIB: NO | ALC: 0.06
[2025-05-13T13:05:40.730465] POS: (4.34, 3.37, 88.9°) | VEL: linear=0.20, angular=0.00 | US: 0.32m | MAG: 0.10 | VIB: NO | ALC: 0.05
[2025-05-13T13:05:41.230422] POS: (4.34, 3.47, 88.9°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: -0.11 | VIB: NO | ALC: 0.06
[2025-05-13T13:05:41.730455] POS: (4.34, 3.57, 88.9°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: 0.14 | VIB: NO | ALC: 0.17
[2025-05-13T13:05:42.230464] POS: (4.34, 3.67, 88.9°) | VEL: linear=0.20, angular=0.00 | US: 0.41m | MAG: 0.12 | VIB: NO | ALC: 0.13
[2025-05-13T13:05:42.730446] POS: (4.35, 3.76, 88.9°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: 0.07 | VIB: NO | ALC: 0.07
[2025-05-13T13:05:43.230479] POS: (4.34, 3.82, 94.6°) | VEL: linear=0.20, angular=0.00 | US: 0.50m | MAG: -0.12 | VIB: NO | ALC: 0.12
[2025-05-13T13:05:43.730453] POS: (4.33, 3.92, 94.6°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.08 | VIB: NO | ALC: 0.12
[2025-05-13T13:05:44.230424] POS: (4.33, 4.02, 94.6°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.04 | VIB: NO | ALC: 0.07
[2025-05-13T13:05:44.730437] POS: (4.32, 4.12, 94.6°) | VEL: linear=0.20, angular=0.00 | US: 0.49m | MAG: 0.17 | VIB: YES | ALC: 0.13
[2025-05-13T13:05:45.230427] POS: (4.31, 4.22, 94.6°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.15 | VIB: NO | ALC: 0.10
[2025-05-13T13:05:45.730500] POS: (4.30, 4.29, 97.5°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: 0.15 | VIB: NO | ALC: 0.04
[2025-05-13T13:05:46.230461] POS: (4.29, 4.39, 97.5°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.14 | VIB: NO | ALC: 0.04
[2025-05-13T13:05:46.730392] POS: (4.28, 4.47, 100.3°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.20 | VIB: NO | ALC: 0.17
[2025-05-13T13:05:47.230434] POS: (4.26, 4.57, 100.3°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: 0.16 | VIB: NO | ALC: 0.05
[2025-05-13T13:05:47.730478] POS: (4.24, 4.67, 100.3°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: -0.08 | VIB: NO | ALC: 0.15
[2025-05-13T13:05:48.230469] POS: (4.22, 4.77, 100.3°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: -0.07 | VIB: NO | ALC: 0.16
[2025-05-13T13:05:48.730445] POS: (4.21, 4.83, 100.3°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: -0.15 | VIB: NO | ALC: 0.04
[2025-05-13T13:05:49.230465] POS: (4.19, 4.96, 101.8°) | VEL: linear=0.20, angular=0.00 | US: 1.05m | MAG: 0.17 | VIB: NO | ALC: 0.11
[2025-05-13T13:05:49.730454] POS: (4.17, 5.03, 104.6°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: 0.07 | VIB: NO | ALC: 0.04
[2025-05-13T13:05:50.230528] POS: (4.15, 5.09, 110.4°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: -0.09 | VIB: NO | ALC: 0.13
[2025-05-13T13:05:50.730529] POS: (4.11, 5.18, 110.4°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.02 | VIB: NO | ALC: 0.04
