RoboCar Sensor Log
Started at: 2025-05-13T17:49:45.555911
================================================================================
[2025-05-13T17:49:46.056059] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: -0.07 | VIB: NO | ALC: 0.13
[2025-05-13T17:50:18.056049] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.06 | VIB: NO | ALC: 0.03
[2025-05-13T17:50:18.556000] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: 0.02 | VIB: NO | ALC: 0.02
[2025-05-13T17:50:19.056055] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.48m | MAG: -0.15 | VIB: NO | ALC: 0.16
[2025-05-13T17:50:19.555975] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.33m | MAG: 0.03 | VIB: YES | ALC: 0.07
[2025-05-13T17:50:20.056035] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: -0.00 | VIB: NO | ALC: 0.09
[2025-05-13T17:50:20.556083] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.12 | VIB: NO | ALC: 0.01
[2025-05-13T17:50:21.056031] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: -0.01 | VIB: NO | ALC: 0.18
[2025-05-13T17:50:21.555997] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: -0.02 | VIB: NO | ALC: 0.09
[2025-05-13T17:50:22.056009] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: -0.12 | VIB: NO | ALC: 0.03
[2025-05-13T17:50:22.556003] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.47m | MAG: -0.01 | VIB: NO | ALC: 0.07
[2025-05-13T17:50:23.056005] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.16 | VIB: NO | ALC: 0.17
[2025-05-13T17:50:23.556054] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: -0.04 | VIB: NO | ALC: 0.17
[2025-05-13T17:50:24.056159] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.15 | VIB: NO | ALC: 0.19
[2025-05-13T17:50:24.556073] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.13 | VIB: NO | ALC: 0.14
[2025-05-13T17:50:25.056239] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: 0.08 | VIB: NO | ALC: 0.12
[2025-05-13T17:50:25.556094] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: 0.03 | VIB: NO | ALC: 0.14
[2025-05-13T17:50:26.056101] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.28m | MAG: -0.20 | VIB: NO | ALC: 0.12
[2025-05-13T17:50:26.556253] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: 0.09 | VIB: NO | ALC: 0.14
[2025-05-13T17:50:27.056115] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: -0.15 | VIB: YES | ALC: 0.08
[2025-05-13T17:50:27.556026] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.41m | MAG: -0.13 | VIB: NO | ALC: 0.07
[2025-05-13T17:50:28.056107] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: -0.18 | VIB: NO | ALC: 0.17
[2025-05-13T17:50:28.556015] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.11 | VIB: NO | ALC: 0.08
[2025-05-13T17:50:29.056009] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: 0.00 | VIB: NO | ALC: 0.17
[2025-05-13T17:50:29.556075] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: -0.06 | VIB: NO | ALC: 0.12
[2025-05-13T17:50:30.056027] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: -0.14 | VIB: NO | ALC: 0.01
[2025-05-13T17:50:30.556038] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.29m | MAG: -0.02 | VIB: NO | ALC: 0.15
[2025-05-13T17:50:31.056078] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: 0.20 | VIB: NO | ALC: 0.16
[2025-05-13T17:50:31.556130] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: 0.16 | VIB: YES | ALC: 0.17
[2025-05-13T17:50:32.056078] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: -0.10 | VIB: NO | ALC: 0.05
[2025-05-13T17:50:32.556069] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.95m | MAG: 0.11 | VIB: NO | ALC: 0.08
[2025-05-13T17:50:33.056116] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.42m | MAG: 0.09 | VIB: NO | ALC: 0.10
[2025-05-13T17:50:33.556016] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: -0.02 | VIB: NO | ALC: 0.17
[2025-05-13T17:50:34.056070] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: -0.15 | VIB: NO | ALC: 0.01
[2025-05-13T17:50:34.556071] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.12 | VIB: NO | ALC: 0.12
[2025-05-13T17:50:35.056100] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: -0.18 | VIB: NO | ALC: 0.11
[2025-05-13T17:50:35.556325] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: 0.14 | VIB: NO | ALC: 0.11
[2025-05-13T17:50:36.056173] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.15 | VIB: NO | ALC: 0.06
[2025-05-13T17:50:36.556018] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.00 | VIB: NO | ALC: 0.18
[2025-05-13T17:50:37.056128] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.05 | VIB: NO | ALC: 0.05
[2025-05-13T17:50:37.556049] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: -0.11 | VIB: NO | ALC: 0.11
[2025-05-13T17:50:38.056016] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.23m | MAG: 0.05 | VIB: NO | ALC: 0.14
[2025-05-13T17:50:38.556024] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.06 | VIB: NO | ALC: 0.15
[2025-05-13T17:50:39.056162] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: -0.06 | VIB: NO | ALC: 0.02
[2025-05-13T17:50:39.556040] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.13 | VIB: NO | ALC: 0.14
[2025-05-13T17:50:40.056019] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: -0.01 | VIB: NO | ALC: 0.12
[2025-05-13T17:50:40.556373] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: 0.20 | VIB: NO | ALC: 0.12
[2025-05-13T17:50:41.056112] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: -0.17 | VIB: NO | ALC: 0.13
[2025-05-13T17:50:41.556194] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: -0.07 | VIB: NO | ALC: 0.04
[2025-05-13T17:50:42.056020] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: -0.07 | VIB: NO | ALC: 0.20
[2025-05-13T17:50:42.556117] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.32m | MAG: -0.12 | VIB: NO | ALC: 0.01
[2025-05-13T17:50:43.056244] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.19 | VIB: NO | ALC: 0.09
[2025-05-13T17:50:43.556056] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: -0.04 | VIB: NO | ALC: 0.11
[2025-05-13T17:50:44.056262] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: 0.04 | VIB: NO | ALC: 0.06
[2025-05-13T17:50:44.556069] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: 0.03 | VIB: NO | ALC: 0.18
[2025-05-13T17:50:45.056012] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: 0.19 | VIB: NO | ALC: 0.10
[2025-05-13T17:50:45.556036] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.07 | VIB: NO | ALC: 0.03
[2025-05-13T17:50:46.056088] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.31m | MAG: -0.07 | VIB: NO | ALC: 0.04
[2025-05-13T17:50:46.556097] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: 0.15 | VIB: NO | ALC: 0.17
[2025-05-13T17:50:47.056030] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.95m | MAG: 0.11 | VIB: YES | ALC: 0.14
[2025-05-13T17:50:47.556072] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.95m | MAG: -0.16 | VIB: NO | ALC: 0.18
[2025-05-13T17:50:48.056214] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.02 | VIB: NO | ALC: 0.16
[2025-05-13T17:50:48.556151] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.14 | VIB: NO | ALC: 0.14
[2025-05-13T17:50:49.056172] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.12 | VIB: NO | ALC: 0.19
[2025-05-13T17:50:49.556036] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.12 | VIB: NO | ALC: 0.19
[2025-05-13T17:50:50.056011] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: -0.14 | VIB: NO | ALC: 0.14
[2025-05-13T17:50:50.556119] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.26m | MAG: -0.10 | VIB: NO | ALC: 0.05
[2025-05-13T17:50:51.056011] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: 0.10 | VIB: NO | ALC: 0.19
[2025-05-13T17:50:51.556012] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: -0.04 | VIB: YES | ALC: 0.18
[2025-05-13T17:50:52.056086] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: -0.07 | VIB: NO | ALC: 0.17
[2025-05-13T17:50:52.556128] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.25m | MAG: -0.15 | VIB: NO | ALC: 0.15
[2025-05-13T17:50:53.056024] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.50m | MAG: -0.05 | VIB: NO | ALC: 0.12
[2025-05-13T17:50:53.556058] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.43m | MAG: 0.13 | VIB: NO | ALC: 0.15
[2025-05-13T17:50:54.056026] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.36m | MAG: -0.09 | VIB: NO | ALC: 0.08
[2025-05-13T17:50:54.556001] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.03 | VIB: NO | ALC: 0.01
[2025-05-13T17:50:55.056004] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.95m | MAG: -0.04 | VIB: NO | ALC: 0.00
[2025-05-13T17:50:55.556027] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.32m | MAG: -0.17 | VIB: NO | ALC: 0.16
[2025-05-13T17:50:56.056029] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: -0.13 | VIB: NO | ALC: 0.13
[2025-05-13T17:50:56.556009] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: -0.16 | VIB: NO | ALC: 0.17
[2025-05-13T17:50:57.056070] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.95m | MAG: -0.07 | VIB: NO | ALC: 0.18
[2025-05-13T17:50:57.556024] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: -0.15 | VIB: NO | ALC: 0.03
[2025-05-13T17:50:58.056014] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: -0.11 | VIB: NO | ALC: 0.12
[2025-05-13T17:50:58.556023] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.39m | MAG: -0.16 | VIB: NO | ALC: 0.06
[2025-05-13T17:50:59.056036] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: -0.07 | VIB: NO | ALC: 0.08
[2025-05-13T17:50:59.556085] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: -0.12 | VIB: NO | ALC: 0.16
[2025-05-13T17:51:00.056124] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.95m | MAG: -0.17 | VIB: NO | ALC: 0.01
[2025-05-13T17:51:00.556006] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.26m | MAG: -0.13 | VIB: NO | ALC: 0.06
[2025-05-13T17:51:01.056047] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: 0.08 | VIB: YES | ALC: 0.04
[2025-05-13T17:51:01.556066] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.17 | VIB: NO | ALC: 0.12
[2025-05-13T17:51:02.056062] POS: (6.22, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.46m | MAG: 0.04 | VIB: NO | ALC: 0.19
