RoboCar Sensor Log
Started at: 2025-05-13T12:55:35.546945
================================================================================
[2025-05-13T12:55:36.047224] POS: (0.07, 0.00, 2.9°) | VEL: linear=0.00, angular=0.50 | US: 0.97m | MAG: 0.01 | VIB: NO | ALC: 0.01
[2025-05-13T12:56:18.047089] POS: (4.01, 5.38, 108.8°) | VEL: linear=0.20, angular=0.00 | US: 0.95m | MAG: -0.19 | VIB: NO | ALC: 0.04
[2025-05-13T12:56:18.547121] POS: (3.98, 5.48, 108.8°) | VEL: linear=0.20, angular=0.00 | US: 0.34m | MAG: 0.06 | VIB: NO | ALC: 0.06
[2025-05-13T12:56:19.047095] POS: (3.95, 5.57, 108.8°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.13 | VIB: NO | ALC: 0.10
[2025-05-13T12:56:19.547080] POS: (3.92, 5.67, 108.8°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: 0.02 | VIB: NO | ALC: 0.01
[2025-05-13T12:56:20.047101] POS: (3.89, 5.74, 111.6°) | VEL: linear=0.20, angular=0.00 | US: 0.27m | MAG: -0.01 | VIB: NO | ALC: 0.02
[2025-05-13T12:56:20.547094] POS: (3.86, 5.81, 114.5°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: 0.14 | VIB: NO | ALC: 0.06
[2025-05-13T12:56:21.047090] POS: (3.83, 5.87, 120.2°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: -0.04 | VIB: YES | ALC: 0.11
[2025-05-13T12:56:21.547084] POS: (3.78, 5.95, 120.2°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: -0.12 | VIB: YES | ALC: 0.11
[2025-05-13T12:56:22.047082] POS: (3.73, 6.04, 120.2°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: 0.09 | VIB: NO | ALC: 0.15
[2025-05-13T12:56:22.547218] POS: (3.68, 6.13, 120.2°) | VEL: linear=0.20, angular=0.00 | US: 0.25m | MAG: 0.11 | VIB: NO | ALC: 0.18
[2025-05-13T12:56:23.047084] POS: (3.63, 6.19, 123.0°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.20 | VIB: NO | ALC: 0.08
[2025-05-13T12:56:23.547087] POS: (3.58, 6.28, 123.0°) | VEL: linear=0.20, angular=0.00 | US: 0.20m | MAG: -0.15 | VIB: NO | ALC: 0.08
[2025-05-13T12:56:24.047093] POS: (3.53, 6.34, 125.9°) | VEL: linear=0.20, angular=0.00 | US: 0.41m | MAG: 0.10 | VIB: YES | ALC: 0.16
[2025-05-13T12:56:24.547179] POS: (3.47, 6.42, 125.9°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: -0.08 | VIB: NO | ALC: 0.11
[2025-05-13T12:56:25.047092] POS: (3.43, 6.49, 128.8°) | VEL: linear=0.20, angular=0.00 | US: 1.05m | MAG: -0.08 | VIB: YES | ALC: 0.01
[2025-05-13T12:56:25.547089] POS: (3.37, 6.55, 131.6°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.16 | VIB: NO | ALC: 0.17
[2025-05-13T12:56:26.047086] POS: (3.32, 6.61, 134.5°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: 0.01 | VIB: NO | ALC: 0.10
[2025-05-13T12:56:26.547104] POS: (3.25, 6.68, 134.5°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.14 | VIB: NO | ALC: 0.07
[2025-05-13T12:56:27.047151] POS: (3.19, 6.73, 137.4°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.02 | VIB: NO | ALC: 0.06
[2025-05-13T12:56:27.547229] POS: (3.12, 6.80, 137.4°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: -0.14 | VIB: NO | ALC: 0.03
[2025-05-13T12:56:28.047103] POS: (3.04, 6.87, 137.4°) | VEL: linear=0.20, angular=0.00 | US: 1.05m | MAG: 0.13 | VIB: NO | ALC: 0.03
[2025-05-13T12:56:28.547084] POS: (2.99, 6.92, 140.2°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: -0.13 | VIB: YES | ALC: 0.04
[2025-05-13T12:56:29.047096] POS: (2.92, 6.97, 143.1°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: -0.13 | VIB: NO | ALC: 0.11
[2025-05-13T12:56:29.547099] POS: (2.86, 7.02, 146.0°) | VEL: linear=0.00, angular=0.50 | US: 0.96m | MAG: 0.14 | VIB: NO | ALC: 0.07
[2025-05-13T12:56:30.047100] POS: (2.78, 7.08, 146.0°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: -0.10 | VIB: YES | ALC: 0.02
[2025-05-13T12:56:30.547087] POS: (2.69, 7.13, 146.0°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: 0.20 | VIB: NO | ALC: 0.12
[2025-05-13T12:56:31.047047] POS: (2.61, 7.19, 146.0°) | VEL: linear=0.20, angular=0.00 | US: 0.49m | MAG: -0.08 | VIB: NO | ALC: 0.02
[2025-05-13T12:56:31.547084] POS: (2.53, 7.24, 146.0°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.13 | VIB: NO | ALC: 0.12
[2025-05-13T12:56:32.047099] POS: (2.44, 7.30, 146.0°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: 0.03 | VIB: NO | ALC: 0.08
[2025-05-13T12:56:32.547091] POS: (2.36, 7.36, 146.0°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: -0.18 | VIB: NO | ALC: 0.20
[2025-05-13T12:56:33.047074] POS: (2.31, 7.39, 151.7°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: 0.11 | VIB: NO | ALC: 0.09
[2025-05-13T12:56:33.547082] POS: (2.26, 7.41, 157.4°) | VEL: linear=0.00, angular=0.50 | US: 1.00m | MAG: -0.18 | VIB: NO | ALC: 0.03
[2025-05-13T12:56:34.047089] POS: (2.16, 7.45, 157.4°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: -0.05 | VIB: NO | ALC: 0.11
[2025-05-13T12:56:34.547080] POS: (2.07, 7.49, 157.4°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: 0.14 | VIB: NO | ALC: 0.18
[2025-05-13T12:56:35.047084] POS: (1.98, 7.53, 157.4°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: 0.09 | VIB: NO | ALC: 0.20
[2025-05-13T12:56:35.547057] POS: (1.89, 7.57, 157.4°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: 0.07 | VIB: NO | ALC: 0.11
[2025-05-13T12:56:36.047089] POS: (1.79, 7.61, 157.4°) | VEL: linear=0.20, angular=0.00 | US: 1.05m | MAG: -0.05 | VIB: NO | ALC: 0.05
[2025-05-13T12:56:36.547067] POS: (1.70, 7.64, 157.4°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: 0.00 | VIB: NO | ALC: 0.19
[2025-05-13T12:56:37.047238] POS: (1.63, 7.67, 160.3°) | VEL: linear=0.20, angular=0.00 | US: 0.95m | MAG: -0.09 | VIB: NO | ALC: 0.05
[2025-05-13T12:56:37.547214] POS: (1.53, 7.71, 160.3°) | VEL: linear=0.20, angular=0.00 | US: 0.47m | MAG: -0.05 | VIB: NO | ALC: 0.00
[2025-05-13T12:56:38.047279] POS: (1.44, 7.74, 160.3°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.13 | VIB: NO | ALC: 0.17
[2025-05-13T12:56:38.547136] POS: (1.36, 7.77, 163.1°) | VEL: linear=0.00, angular=0.50 | US: 0.98m | MAG: 0.09 | VIB: NO | ALC: 0.18
[2025-05-13T12:56:39.047096] POS: (1.29, 7.79, 166.0°) | VEL: linear=0.20, angular=0.00 | US: 0.95m | MAG: -0.20 | VIB: NO | ALC: 0.15
[2025-05-13T12:56:39.547097] POS: (1.21, 7.81, 168.9°) | VEL: linear=0.20, angular=0.00 | US: 0.45m | MAG: 0.18 | VIB: NO | ALC: 0.08
[2025-05-13T12:56:40.047131] POS: (1.13, 7.82, 171.7°) | VEL: linear=0.20, angular=0.00 | US: 0.44m | MAG: 0.01 | VIB: NO | ALC: 0.01
[2025-05-13T12:56:40.547106] POS: (1.05, 7.83, 174.6°) | VEL: linear=0.00, angular=0.50 | US: 1.03m | MAG: 0.11 | VIB: NO | ALC: 0.05
[2025-05-13T12:56:41.047384] POS: (0.95, 7.84, 174.6°) | VEL: linear=0.20, angular=0.00 | US: 0.35m | MAG: -0.18 | VIB: NO | ALC: 0.12
[2025-05-13T12:56:41.547120] POS: (0.85, 7.85, 174.6°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: -0.16 | VIB: NO | ALC: 0.17
[2025-05-13T12:56:42.047244] POS: (0.75, 7.86, 174.6°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: 0.18 | VIB: NO | ALC: 0.15
[2025-05-13T12:56:42.547225] POS: (0.65, 7.87, 174.6°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: -0.13 | VIB: NO | ALC: 0.08
[2025-05-13T12:56:43.047140] POS: (0.55, 7.88, 174.6°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: 0.16 | VIB: NO | ALC: 0.19
[2025-05-13T12:56:43.547242] POS: (0.45, 7.89, 174.6°) | VEL: linear=0.20, angular=0.00 | US: 1.05m | MAG: -0.11 | VIB: NO | ALC: 0.19
[2025-05-13T12:56:44.047199] POS: (0.35, 7.90, 174.6°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.17 | VIB: NO | ALC: 0.03
[2025-05-13T12:56:44.547144] POS: (0.25, 7.91, 174.6°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: 0.02 | VIB: YES | ALC: 0.12
[2025-05-13T12:56:45.047177] POS: (0.16, 7.92, 174.6°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.11 | VIB: NO | ALC: 0.14
[2025-05-13T12:56:45.547050] POS: (0.06, 7.93, 174.6°) | VEL: linear=0.20, angular=0.00 | US: 0.34m | MAG: -0.02 | VIB: NO | ALC: 0.05
[2025-05-13T12:56:46.047090] POS: (-0.04, 7.94, 174.6°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: 0.18 | VIB: NO | ALC: 0.15
[2025-05-13T12:56:46.547124] POS: (-0.14, 7.95, 174.6°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: -0.07 | VIB: NO | ALC: 0.07
[2025-05-13T12:56:47.047223] POS: (-0.24, 7.96, 174.6°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: -0.16 | VIB: YES | ALC: 0.08
[2025-05-13T12:56:47.547222] POS: (-0.34, 7.97, 174.6°) | VEL: linear=0.20, angular=0.00 | US: 0.44m | MAG: 0.08 | VIB: NO | ALC: 0.17
[2025-05-13T12:56:48.047225] POS: (-0.44, 7.98, 174.6°) | VEL: linear=0.20, angular=0.00 | US: 0.20m | MAG: 0.08 | VIB: NO | ALC: 0.16
[2025-05-13T12:56:48.547085] POS: (-0.50, 7.98, 180.3°) | VEL: linear=0.00, angular=0.50 | US: 1.02m | MAG: 0.19 | VIB: NO | ALC: 0.02
[2025-05-13T12:56:49.047435] POS: (-0.60, 7.98, 180.3°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: 0.06 | VIB: NO | ALC: 0.11
[2025-05-13T12:56:49.547213] POS: (-0.70, 7.98, 180.3°) | VEL: linear=0.20, angular=0.00 | US: 0.26m | MAG: 0.04 | VIB: NO | ALC: 0.03
[2025-05-13T12:56:50.047109] POS: (-0.78, 7.97, 183.2°) | VEL: linear=0.20, angular=0.00 | US: 0.36m | MAG: -0.03 | VIB: NO | ALC: 0.05
[2025-05-13T12:56:50.547283] POS: (-0.88, 7.97, 183.2°) | VEL: linear=0.20, angular=0.00 | US: 0.24m | MAG: 0.11 | VIB: NO | ALC: 0.01
[2025-05-13T12:56:51.047237] POS: (-0.96, 7.96, 186.0°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: 0.12 | VIB: NO | ALC: 0.17
[2025-05-13T12:56:51.547066] POS: (-1.04, 7.95, 188.9°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: -0.09 | VIB: NO | ALC: 0.19
[2025-05-13T12:56:52.047151] POS: (-1.12, 7.94, 191.8°) | VEL: linear=0.00, angular=0.50 | US: 0.98m | MAG: -0.04 | VIB: NO | ALC: 0.13
