RoboCar Sensor Log
Started at: 2025-05-13T17:47:59.536396
================================================================================
[2025-05-13T17:48:00.036562] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.35m | MAG: 0.01 | VIB: NO | ALC: 0.01
[2025-05-13T17:48:16.536578] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.36m | MAG: -0.06 | VIB: NO | ALC: 0.14
[2025-05-13T17:48:17.036591] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: -0.15 | VIB: NO | ALC: 0.10
[2025-05-13T17:48:17.536598] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: 0.01 | VIB: NO | ALC: 0.06
[2025-05-13T17:48:18.036697] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: 0.09 | VIB: NO | ALC: 0.09
[2025-05-13T17:48:18.536604] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: 0.20 | VIB: NO | ALC: 0.11
[2025-05-13T17:48:19.036765] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: 0.14 | VIB: NO | ALC: 0.18
[2025-05-13T17:48:19.536601] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.23m | MAG: -0.17 | VIB: NO | ALC: 0.06
[2025-05-13T17:48:20.036592] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: -0.15 | VIB: NO | ALC: 0.20
[2025-05-13T17:48:20.536578] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: -0.20 | VIB: NO | ALC: 0.15
[2025-05-13T17:48:21.036594] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: 0.10 | VIB: NO | ALC: 0.08
[2025-05-13T17:48:21.536659] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: 0.06 | VIB: NO | ALC: 0.06
[2025-05-13T17:48:22.036585] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: -0.09 | VIB: NO | ALC: 0.06
[2025-05-13T17:48:22.536590] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.46m | MAG: -0.01 | VIB: NO | ALC: 0.19
[2025-05-13T17:48:23.036583] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: 0.14 | VIB: YES | ALC: 0.11
[2025-05-13T17:48:23.536599] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: -0.05 | VIB: NO | ALC: 0.05
[2025-05-13T17:48:24.036918] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: -0.12 | VIB: NO | ALC: 0.17
[2025-05-13T17:48:24.536510] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: 0.13 | VIB: NO | ALC: 0.12
[2025-05-13T17:48:25.036570] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: 0.11 | VIB: YES | ALC: 0.20
[2025-05-13T17:48:25.536583] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: -0.01 | VIB: NO | ALC: 0.01
[2025-05-13T17:48:26.036560] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: -0.06 | VIB: YES | ALC: 0.11
[2025-05-13T17:48:26.536579] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: 0.01 | VIB: NO | ALC: 0.11
[2025-05-13T17:48:27.036585] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: -0.13 | VIB: NO | ALC: 0.08
[2025-05-13T17:48:27.536586] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.21m | MAG: 0.01 | VIB: YES | ALC: 0.09
[2025-05-13T17:48:28.036511] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: -0.16 | VIB: NO | ALC: 0.09
[2025-05-13T17:48:28.536623] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.05m | MAG: -0.11 | VIB: YES | ALC: 0.18
[2025-05-13T17:48:29.036574] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.22m | MAG: -0.15 | VIB: NO | ALC: 0.17
[2025-05-13T17:48:29.536557] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.05m | MAG: 0.09 | VIB: NO | ALC: 0.15
[2025-05-13T17:48:30.036512] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: 0.19 | VIB: NO | ALC: 0.11
[2025-05-13T17:48:30.536499] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: 0.07 | VIB: NO | ALC: 0.14
[2025-05-13T17:48:31.036764] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: 0.16 | VIB: NO | ALC: 0.15
[2025-05-13T17:48:31.536552] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: 0.10 | VIB: NO | ALC: 0.07
[2025-05-13T17:48:32.036823] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: -0.20 | VIB: NO | ALC: 0.00
[2025-05-13T17:48:32.536604] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: 0.12 | VIB: NO | ALC: 0.03
[2025-05-13T17:48:33.036652] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: -0.11 | VIB: NO | ALC: 0.03
[2025-05-13T17:48:33.536703] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: -0.18 | VIB: NO | ALC: 0.06
[2025-05-13T17:48:34.036762] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: -0.08 | VIB: NO | ALC: 0.02
[2025-05-13T17:48:34.536523] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.25m | MAG: -0.02 | VIB: NO | ALC: 0.04
[2025-05-13T17:48:35.036794] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.95m | MAG: -0.01 | VIB: NO | ALC: 0.13
[2025-05-13T17:48:35.536666] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: 0.04 | VIB: NO | ALC: 0.09
[2025-05-13T17:48:36.036635] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: 0.19 | VIB: NO | ALC: 0.11
[2025-05-13T17:48:36.536641] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: 0.14 | VIB: NO | ALC: 0.19
[2025-05-13T17:48:37.036556] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: -0.08 | VIB: YES | ALC: 0.13
[2025-05-13T17:48:37.536689] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: -0.12 | VIB: NO | ALC: 0.02
[2025-05-13T17:48:38.036558] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: 0.02 | VIB: NO | ALC: 0.05
[2025-05-13T17:48:38.536734] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.48m | MAG: -0.17 | VIB: NO | ALC: 0.08
[2025-05-13T17:48:39.036592] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: 0.01 | VIB: NO | ALC: 0.07
[2025-05-13T17:48:39.536629] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.31m | MAG: -0.18 | VIB: NO | ALC: 0.03
[2025-05-13T17:48:40.036496] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: 0.02 | VIB: NO | ALC: 0.15
[2025-05-13T17:48:40.536582] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: -0.05 | VIB: NO | ALC: 0.03
[2025-05-13T17:48:41.036497] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: 0.05 | VIB: NO | ALC: 0.06
[2025-05-13T17:48:41.536790] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.35m | MAG: 0.04 | VIB: NO | ALC: 0.11
[2025-05-13T17:48:42.036550] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.33m | MAG: 0.16 | VIB: NO | ALC: 0.07
[2025-05-13T17:48:42.536553] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: -0.20 | VIB: NO | ALC: 0.17
[2025-05-13T17:48:43.036512] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.38m | MAG: -0.11 | VIB: NO | ALC: 0.08
[2025-05-13T17:48:43.536684] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: 0.18 | VIB: NO | ALC: 0.07
[2025-05-13T17:48:44.036646] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: 0.19 | VIB: NO | ALC: 0.19
[2025-05-13T17:48:44.536679] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: 0.15 | VIB: NO | ALC: 0.04
[2025-05-13T17:48:45.036731] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: -0.13 | VIB: NO | ALC: 0.15
[2025-05-13T17:48:45.536522] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: -0.19 | VIB: NO | ALC: 0.14
[2025-05-13T17:48:46.036579] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.05m | MAG: -0.06 | VIB: YES | ALC: 0.18
[2025-05-13T17:48:46.536725] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: 0.15 | VIB: NO | ALC: 0.02
[2025-05-13T17:48:47.036708] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.05m | MAG: 0.11 | VIB: NO | ALC: 0.19
[2025-05-13T17:48:47.536596] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: 0.13 | VIB: NO | ALC: 0.07
[2025-05-13T17:48:48.036665] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: -0.02 | VIB: NO | ALC: 0.18
[2025-05-13T17:48:48.536523] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: -0.04 | VIB: NO | ALC: 0.15
[2025-05-13T17:48:49.036542] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: 0.07 | VIB: NO | ALC: 0.05
[2025-05-13T17:48:49.536531] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: 0.04 | VIB: NO | ALC: 0.19
[2025-05-13T17:48:50.036752] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: 0.18 | VIB: YES | ALC: 0.08
[2025-05-13T17:48:50.536535] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: 0.10 | VIB: NO | ALC: 0.09
[2025-05-13T17:48:51.036521] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: 0.15 | VIB: NO | ALC: 0.12
[2025-05-13T17:48:51.536583] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: -0.17 | VIB: NO | ALC: 0.15
[2025-05-13T17:48:52.036529] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.95m | MAG: 0.16 | VIB: NO | ALC: 0.04
[2025-05-13T17:48:52.536516] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: 0.11 | VIB: NO | ALC: 0.04
[2025-05-13T17:48:53.036499] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: 0.06 | VIB: NO | ALC: 0.06
[2025-05-13T17:48:53.536549] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: 0.16 | VIB: NO | ALC: 0.16
[2025-05-13T17:48:54.036505] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: -0.18 | VIB: NO | ALC: 0.17
[2025-05-13T17:48:54.536519] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: 0.03 | VIB: NO | ALC: 0.12
[2025-05-13T17:48:55.036517] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.26m | MAG: 0.02 | VIB: NO | ALC: 0.15
[2025-05-13T17:48:55.536585] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.30m | MAG: -0.05 | VIB: NO | ALC: 0.07
[2025-05-13T17:48:56.036717] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: -0.04 | VIB: YES | ALC: 0.17
[2025-05-13T17:48:56.536564] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: 0.16 | VIB: NO | ALC: 0.07
[2025-05-13T17:48:57.036777] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: 0.17 | VIB: NO | ALC: 0.01
[2025-05-13T17:48:57.536503] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.47m | MAG: 0.02 | VIB: NO | ALC: 0.16
[2025-05-13T17:48:58.036499] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.22m | MAG: -0.07 | VIB: NO | ALC: 0.00
[2025-05-13T17:48:58.536686] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.21m | MAG: -0.14 | VIB: NO | ALC: 0.08
[2025-05-13T17:48:59.036540] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: -0.20 | VIB: NO | ALC: 0.12
[2025-05-13T17:48:59.536542] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: 0.01 | VIB: NO | ALC: 0.14
[2025-05-13T17:49:00.036502] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: 0.13 | VIB: NO | ALC: 0.14
[2025-05-13T17:49:00.536510] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: -0.14 | VIB: NO | ALC: 0.04
[2025-05-13T17:49:01.036501] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: -0.04 | VIB: NO | ALC: 0.01
[2025-05-13T17:49:01.536623] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.05m | MAG: 0.17 | VIB: NO | ALC: 0.05
[2025-05-13T17:49:02.036550] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: -0.13 | VIB: NO | ALC: 0.10
[2025-05-13T17:49:02.536538] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: 0.09 | VIB: NO | ALC: 0.15
[2025-05-13T17:49:03.036573] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: 0.07 | VIB: NO | ALC: 0.08
[2025-05-13T17:49:03.536580] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: 0.12 | VIB: NO | ALC: 0.02
[2025-05-13T17:49:04.037891] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: 0.13 | VIB: YES | ALC: 0.05
[2025-05-13T17:49:04.536500] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: 0.16 | VIB: NO | ALC: 0.07
[2025-05-13T17:49:05.036496] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: -0.10 | VIB: NO | ALC: 0.13
[2025-05-13T17:49:05.536588] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: -0.08 | VIB: NO | ALC: 0.16
[2025-05-13T17:49:06.036540] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: 0.01 | VIB: NO | ALC: 0.06
[2025-05-13T17:49:06.536502] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: 0.16 | VIB: YES | ALC: 0.02
[2025-05-13T17:49:07.036526] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: -0.18 | VIB: NO | ALC: 0.11
[2025-05-13T17:49:07.536593] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.95m | MAG: -0.15 | VIB: NO | ALC: 0.18
[2025-05-13T17:49:08.036554] POS: (34.20, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.11 | VIB: NO | ALC: 0.08
[2025-05-13T17:49:08.536691] POS: (34.20, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: 0.03 | VIB: NO | ALC: 0.08
[2025-05-13T17:49:09.036504] POS: (34.20, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: -0.01 | VIB: NO | ALC: 0.04
[2025-05-13T17:49:09.536576] POS: (34.20, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: -0.01 | VIB: NO | ALC: 0.19
[2025-05-13T17:49:10.036503] POS: (34.20, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.36m | MAG: 0.17 | VIB: NO | ALC: 0.03
[2025-05-13T17:49:10.536495] POS: (34.20, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: -0.06 | VIB: NO | ALC: 0.02
[2025-05-13T17:49:11.036503] POS: (34.20, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.19 | VIB: NO | ALC: 0.00
[2025-05-13T17:49:11.536494] POS: (34.20, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: 0.07 | VIB: NO | ALC: 0.11
[2025-05-13T17:49:12.036541] POS: (34.20, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: -0.07 | VIB: NO | ALC: 0.09
[2025-05-13T17:49:12.536498] POS: (34.20, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: -0.01 | VIB: NO | ALC: 0.16
[2025-05-13T17:49:13.036671] POS: (34.20, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.18 | VIB: NO | ALC: 0.06
[2025-05-13T17:49:13.536586] POS: (34.20, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: 0.19 | VIB: NO | ALC: 0.02
[2025-05-13T17:49:14.036566] POS: (34.20, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.27m | MAG: -0.12 | VIB: YES | ALC: 0.04
[2025-05-13T17:49:14.536532] POS: (34.20, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: 0.13 | VIB: NO | ALC: 0.15
[2025-05-13T17:49:15.036531] POS: (34.20, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.02 | VIB: NO | ALC: 0.07
[2025-05-13T17:49:15.536706] POS: (34.20, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.15 | VIB: NO | ALC: 0.06
[2025-05-13T17:49:16.036488] POS: (34.20, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: 0.10 | VIB: NO | ALC: 0.01
