RoboCar Sensor Log
Started at: 2025-05-13T13:42:34.810734
================================================================================
[2025-05-13T13:42:35.310846] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: 0.11 | VIB: NO | ALC: 0.09
[2025-05-13T13:43:15.310846] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: 0.09 | VIB: NO | ALC: 0.17
[2025-05-13T13:43:15.811314] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.05m | MAG: 0.01 | VIB: NO | ALC: 0.17
[2025-05-13T13:43:16.311682] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: 0.04 | VIB: YES | ALC: 0.03
[2025-05-13T13:43:16.811363] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: -0.08 | VIB: YES | ALC: 0.04
[2025-05-13T13:43:17.313880] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: 0.16 | VIB: NO | ALC: 0.05
[2025-05-13T13:43:17.811313] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.49m | MAG: 0.02 | VIB: NO | ALC: 0.00
[2025-05-13T13:43:18.311318] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.26m | MAG: -0.01 | VIB: NO | ALC: 0.18
[2025-05-13T13:43:18.811681] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: 0.13 | VIB: NO | ALC: 0.09
[2025-05-13T13:43:19.311634] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: 0.20 | VIB: YES | ALC: 0.20
[2025-05-13T13:43:19.811500] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.44m | MAG: -0.11 | VIB: NO | ALC: 0.06
[2025-05-13T13:43:20.311241] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: -0.02 | VIB: NO | ALC: 0.19
[2025-05-13T13:43:20.811582] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: -0.19 | VIB: NO | ALC: 0.13
[2025-05-13T13:43:21.311495] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: -0.19 | VIB: YES | ALC: 0.02
[2025-05-13T13:43:21.811150] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: -0.16 | VIB: NO | ALC: 0.05
[2025-05-13T13:43:22.311554] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: 0.02 | VIB: NO | ALC: 0.18
[2025-05-13T13:43:22.812642] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.05m | MAG: -0.08 | VIB: NO | ALC: 0.01
[2025-05-13T13:43:23.310979] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: -0.19 | VIB: NO | ALC: 0.08
[2025-05-13T13:43:23.811032] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: 0.16 | VIB: NO | ALC: 0.04
[2025-05-13T13:43:24.312235] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: 0.18 | VIB: NO | ALC: 0.17
[2025-05-13T13:43:24.810808] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: 0.16 | VIB: NO | ALC: 0.14
[2025-05-13T13:43:25.311552] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: 0.04 | VIB: NO | ALC: 0.05
[2025-05-13T13:43:25.811925] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.05m | MAG: -0.05 | VIB: NO | ALC: 0.07
[2025-05-13T13:43:26.310998] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: 0.11 | VIB: NO | ALC: 0.14
[2025-05-13T13:43:26.812690] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: -0.06 | VIB: NO | ALC: 0.02
[2025-05-13T13:43:27.311240] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: 0.05 | VIB: NO | ALC: 0.05
[2025-05-13T13:43:27.810800] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: -0.02 | VIB: NO | ALC: 0.02
[2025-05-13T13:43:28.312356] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.35m | MAG: -0.20 | VIB: NO | ALC: 0.14
[2025-05-13T13:43:28.810883] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.05m | MAG: 0.14 | VIB: NO | ALC: 0.09
[2025-05-13T13:43:29.310992] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: 0.08 | VIB: NO | ALC: 0.09
[2025-05-13T13:43:29.810977] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: 0.19 | VIB: NO | ALC: 0.07
[2025-05-13T13:43:30.311350] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: 0.16 | VIB: NO | ALC: 0.00
[2025-05-13T13:43:30.811406] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: 0.14 | VIB: NO | ALC: 0.11
[2025-05-13T13:43:31.311078] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.24m | MAG: 0.02 | VIB: NO | ALC: 0.01
[2025-05-13T13:43:31.810936] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: 0.14 | VIB: NO | ALC: 0.10
[2025-05-13T13:43:32.311340] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.31m | MAG: -0.17 | VIB: NO | ALC: 0.20
[2025-05-13T13:43:32.811223] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.34m | MAG: 0.03 | VIB: NO | ALC: 0.06
[2025-05-13T13:43:33.312158] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: 0.12 | VIB: YES | ALC: 0.10
[2025-05-13T13:43:33.810825] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: 0.00 | VIB: NO | ALC: 0.07
[2025-05-13T13:43:34.311360] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: -0.13 | VIB: NO | ALC: 0.06
[2025-05-13T13:43:34.810850] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: 0.06 | VIB: NO | ALC: 0.05
[2025-05-13T13:43:35.311008] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.43m | MAG: 0.04 | VIB: NO | ALC: 0.18
[2025-05-13T13:43:35.810904] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.37m | MAG: -0.13 | VIB: NO | ALC: 0.19
[2025-05-13T13:43:36.311688] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: -0.04 | VIB: NO | ALC: 0.19
[2025-05-13T13:43:36.811290] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.37m | MAG: -0.17 | VIB: NO | ALC: 0.04
[2025-05-13T13:43:37.311377] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: -0.08 | VIB: NO | ALC: 0.13
[2025-05-13T13:43:37.811350] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: -0.06 | VIB: YES | ALC: 0.07
[2025-05-13T13:43:38.311258] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: -0.02 | VIB: NO | ALC: 0.01
[2025-05-13T13:43:38.811627] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: -0.09 | VIB: NO | ALC: 0.13
[2025-05-13T13:43:39.310801] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: -0.07 | VIB: NO | ALC: 0.12
[2025-05-13T13:43:39.811066] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.37m | MAG: 0.14 | VIB: YES | ALC: 0.10
[2025-05-13T13:43:40.311282] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: -0.03 | VIB: NO | ALC: 0.16
[2025-05-13T13:43:40.811624] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.47m | MAG: -0.10 | VIB: NO | ALC: 0.20
[2025-05-13T13:43:41.311450] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: 0.03 | VIB: NO | ALC: 0.15
[2025-05-13T13:43:41.810904] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.23m | MAG: 0.04 | VIB: NO | ALC: 0.06
[2025-05-13T13:43:42.311254] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: -0.01 | VIB: NO | ALC: 0.17
[2025-05-13T13:43:42.810927] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: -0.11 | VIB: NO | ALC: 0.08
[2025-05-13T13:43:43.311114] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: -0.18 | VIB: NO | ALC: 0.13
[2025-05-13T13:43:43.810824] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: -0.03 | VIB: NO | ALC: 0.09
[2025-05-13T13:43:44.310757] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: -0.02 | VIB: NO | ALC: 0.02
[2025-05-13T13:43:44.810741] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: 0.14 | VIB: NO | ALC: 0.20
[2025-05-13T13:43:45.310817] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: 0.18 | VIB: NO | ALC: 0.11
[2025-05-13T13:43:45.811204] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: -0.12 | VIB: NO | ALC: 0.06
[2025-05-13T13:43:46.312001] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: -0.09 | VIB: NO | ALC: 0.20
[2025-05-13T13:43:46.811689] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.38m | MAG: 0.05 | VIB: NO | ALC: 0.15
[2025-05-13T13:43:47.311060] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.05m | MAG: -0.13 | VIB: YES | ALC: 0.06
[2025-05-13T13:43:47.812343] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: -0.10 | VIB: NO | ALC: 0.17
[2025-05-13T13:43:48.311086] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.95m | MAG: 0.13 | VIB: NO | ALC: 0.18
[2025-05-13T13:43:48.810938] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: 0.18 | VIB: NO | ALC: 0.13
[2025-05-13T13:43:49.311295] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: 0.02 | VIB: YES | ALC: 0.15
[2025-05-13T13:43:49.811087] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: -0.00 | VIB: NO | ALC: 0.18
[2025-05-13T13:43:50.311260] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: 0.02 | VIB: NO | ALC: 0.17
[2025-05-13T13:43:50.812229] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: -0.11 | VIB: NO | ALC: 0.05
[2025-05-13T13:43:51.310968] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: -0.18 | VIB: NO | ALC: 0.07
