RoboCar Sensor Log
Started at: 2025-05-13T17:33:29.889321
================================================================================
[2025-05-13T17:33:30.389408] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: 0.11 | VIB: NO | ALC: 0.11
[2025-05-13T17:33:42.389445] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.48m | MAG: -0.11 | VIB: NO | ALC: 0.13
[2025-05-13T17:33:42.889531] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.38m | MAG: -0.18 | VIB: NO | ALC: 0.07
[2025-05-13T17:33:43.389534] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: 0.12 | VIB: YES | ALC: 0.01
[2025-05-13T17:33:43.889531] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: -0.01 | VIB: NO | ALC: 0.19
[2025-05-13T17:33:44.389447] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: -0.07 | VIB: NO | ALC: 0.09
[2025-05-13T17:33:44.889533] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: 0.11 | VIB: NO | ALC: 0.07
[2025-05-13T17:33:45.389468] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: 0.17 | VIB: NO | ALC: 0.19
[2025-05-13T17:33:45.889491] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.31m | MAG: 0.09 | VIB: NO | ALC: 0.13
[2025-05-13T17:33:46.389517] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.32m | MAG: 0.06 | VIB: NO | ALC: 0.18
[2025-05-13T17:33:46.889518] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: -0.17 | VIB: NO | ALC: 0.02
[2025-05-13T17:33:47.389563] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.23m | MAG: 0.09 | VIB: NO | ALC: 0.03
[2025-05-13T17:33:47.889576] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: -0.07 | VIB: NO | ALC: 0.17
[2025-05-13T17:33:48.389658] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: -0.06 | VIB: YES | ALC: 0.14
[2025-05-13T17:33:48.889646] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.30m | MAG: 0.01 | VIB: NO | ALC: 0.00
[2025-05-13T17:33:49.389584] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.49m | MAG: 0.18 | VIB: YES | ALC: 0.14
[2025-05-13T17:33:49.889412] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: -0.06 | VIB: NO | ALC: 0.00
[2025-05-13T17:33:50.389473] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: 0.05 | VIB: NO | ALC: 0.01
[2025-05-13T17:33:50.889572] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: -0.10 | VIB: NO | ALC: 0.11
[2025-05-13T17:33:51.389607] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: -0.15 | VIB: NO | ALC: 0.15
[2025-05-13T17:33:51.889633] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: -0.17 | VIB: NO | ALC: 0.06
[2025-05-13T17:33:52.389581] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: 0.02 | VIB: NO | ALC: 0.03
[2025-05-13T17:33:52.889465] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.05m | MAG: -0.05 | VIB: NO | ALC: 0.06
