RoboCar Sensor Log
Started at: 2025-05-13T15:50:04.151275
================================================================================
[2025-05-13T15:50:04.651593] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: 0.11 | VIB: NO | ALC: 0.07
[2025-05-13T15:50:19.651754] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: -0.04 | VIB: YES | ALC: 0.02
[2025-05-13T15:50:20.151928] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: -0.00 | VIB: NO | ALC: 0.02
[2025-05-13T15:50:20.651872] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: 0.14 | VIB: NO | ALC: 0.19
[2025-05-13T15:50:21.151755] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.47m | MAG: -0.03 | VIB: YES | ALC: 0.06
[2025-05-13T15:50:21.652179] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.38m | MAG: 0.17 | VIB: NO | ALC: 0.13
[2025-05-13T15:50:22.151844] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.97m | MAG: 0.16 | VIB: NO | ALC: 0.12
[2025-05-13T15:50:22.651870] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: -0.16 | VIB: YES | ALC: 0.18
[2025-05-13T15:50:23.151727] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.30m | MAG: -0.14 | VIB: NO | ALC: 0.09
[2025-05-13T15:50:23.651884] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: 0.10 | VIB: NO | ALC: 0.12
[2025-05-13T15:50:24.151975] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: 0.04 | VIB: NO | ALC: 0.10
[2025-05-13T15:50:24.651535] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: -0.04 | VIB: YES | ALC: 0.17
[2025-05-13T15:50:25.151852] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: 0.06 | VIB: NO | ALC: 0.07
[2025-05-13T15:50:25.651823] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: 0.16 | VIB: YES | ALC: 0.17
[2025-05-13T15:50:26.151596] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: 0.08 | VIB: NO | ALC: 0.11
[2025-05-13T15:50:26.651536] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.01m | MAG: 0.11 | VIB: NO | ALC: 0.08
[2025-05-13T15:50:27.151440] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: -0.03 | VIB: NO | ALC: 0.17
[2025-05-13T15:50:27.651519] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: 0.15 | VIB: NO | ALC: 0.00
[2025-05-13T15:50:28.151731] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.37m | MAG: 0.06 | VIB: NO | ALC: 0.05
[2025-05-13T15:50:28.651600] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: 0.00 | VIB: NO | ALC: 0.12
