RoboCar Sensor Log
Started at: 2025-05-13T12:52:19.137691
================================================================================
[2025-05-13T12:52:19.637830] POS: (0.08, 0.00, 2.9°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.18 | VIB: NO | ALC: 0.12
[2025-05-13T12:52:35.637899] POS: (2.88, 0.81, 34.4°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: 0.01 | VIB: NO | ALC: 0.02
[2025-05-13T12:52:36.137920] POS: (2.97, 0.87, 34.4°) | VEL: linear=0.20, angular=0.00 | US: 1.05m | MAG: -0.13 | VIB: NO | ALC: 0.05
[2025-05-13T12:52:36.637923] POS: (3.03, 0.91, 37.2°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: -0.16 | VIB: NO | ALC: 0.12
[2025-05-13T12:52:37.137857] POS: (3.11, 0.97, 37.2°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: -0.16 | VIB: NO | ALC: 0.01
[2025-05-13T12:52:37.637857] POS: (3.19, 1.03, 37.2°) | VEL: linear=0.20, angular=0.00 | US: 0.39m | MAG: -0.16 | VIB: NO | ALC: 0.08
[2025-05-13T12:52:38.137801] POS: (3.27, 1.10, 37.2°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: -0.20 | VIB: NO | ALC: 0.00
[2025-05-13T12:52:38.637855] POS: (3.33, 1.15, 40.1°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: -0.18 | VIB: NO | ALC: 0.12
[2025-05-13T12:52:39.137843] POS: (3.41, 1.21, 40.1°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: 0.04 | VIB: NO | ALC: 0.08
[2025-05-13T12:52:39.637815] POS: (3.49, 1.27, 40.1°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: -0.00 | VIB: NO | ALC: 0.10
[2025-05-13T12:52:40.137911] POS: (3.56, 1.34, 40.1°) | VEL: linear=0.20, angular=0.00 | US: 0.42m | MAG: 0.18 | VIB: NO | ALC: 0.07
[2025-05-13T12:52:40.637816] POS: (3.64, 1.40, 40.1°) | VEL: linear=0.20, angular=0.00 | US: 0.36m | MAG: 0.08 | VIB: NO | ALC: 0.05
[2025-05-13T12:52:41.137836] POS: (3.71, 1.47, 40.1°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: 0.01 | VIB: NO | ALC: 0.09
[2025-05-13T12:52:41.637823] POS: (3.79, 1.53, 40.1°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: 0.04 | VIB: NO | ALC: 0.14
[2025-05-13T12:52:42.137933] POS: (3.87, 1.60, 40.1°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: -0.14 | VIB: NO | ALC: 0.10
[2025-05-13T12:52:42.637875] POS: (3.94, 1.66, 40.1°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: 0.11 | VIB: NO | ALC: 0.11
[2025-05-13T12:52:43.137895] POS: (4.02, 1.72, 40.1°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: -0.11 | VIB: NO | ALC: 0.17
[2025-05-13T12:52:43.637896] POS: (4.10, 1.79, 40.1°) | VEL: linear=0.20, angular=0.00 | US: 0.42m | MAG: 0.06 | VIB: NO | ALC: 0.02
[2025-05-13T12:52:44.138198] POS: (4.14, 1.83, 45.8°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: -0.13 | VIB: YES | ALC: 0.19
[2025-05-13T12:52:44.637849] POS: (4.21, 1.90, 45.8°) | VEL: linear=0.20, angular=0.00 | US: 0.48m | MAG: -0.13 | VIB: NO | ALC: 0.14
[2025-05-13T12:52:45.137851] POS: (4.28, 1.98, 45.8°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: 0.06 | VIB: NO | ALC: 0.17
[2025-05-13T12:52:45.637877] POS: (4.33, 2.03, 48.7°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.17 | VIB: NO | ALC: 0.08
[2025-05-13T12:52:46.137932] POS: (4.40, 2.11, 48.7°) | VEL: linear=0.20, angular=0.00 | US: 0.39m | MAG: 0.05 | VIB: NO | ALC: 0.07
[2025-05-13T12:52:46.637949] POS: (4.46, 2.18, 48.7°) | VEL: linear=0.20, angular=0.00 | US: 0.95m | MAG: 0.14 | VIB: YES | ALC: 0.12
[2025-05-13T12:52:47.137950] POS: (4.53, 2.26, 48.7°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: -0.10 | VIB: YES | ALC: 0.10
[2025-05-13T12:52:47.637809] POS: (4.60, 2.34, 48.7°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: 0.14 | VIB: NO | ALC: 0.01
[2025-05-13T12:52:48.137896] POS: (4.66, 2.41, 48.7°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: -0.05 | VIB: NO | ALC: 0.12
[2025-05-13T12:52:48.637942] POS: (4.73, 2.49, 48.7°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: 0.17 | VIB: NO | ALC: 0.09
[2025-05-13T12:52:49.137920] POS: (4.79, 2.56, 48.7°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: -0.07 | VIB: NO | ALC: 0.04
[2025-05-13T12:52:49.637859] POS: (4.84, 2.62, 51.6°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: -0.05 | VIB: YES | ALC: 0.14
[2025-05-13T12:52:50.137867] POS: (4.89, 2.69, 54.4°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.11 | VIB: YES | ALC: 0.11
[2025-05-13T12:52:50.637883] POS: (4.95, 2.77, 54.4°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.16 | VIB: NO | ALC: 0.02
[2025-05-13T12:52:51.137928] POS: (5.01, 2.85, 54.4°) | VEL: linear=0.20, angular=0.00 | US: 0.95m | MAG: 0.00 | VIB: NO | ALC: 0.15
[2025-05-13T12:52:51.637893] POS: (5.07, 2.93, 54.4°) | VEL: linear=0.20, angular=0.00 | US: 0.95m | MAG: 0.17 | VIB: NO | ALC: 0.07
[2025-05-13T12:52:52.138016] POS: (5.12, 3.01, 54.4°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: 0.15 | VIB: NO | ALC: 0.16
[2025-05-13T12:52:52.637825] POS: (5.18, 3.09, 54.4°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: -0.04 | VIB: NO | ALC: 0.03
[2025-05-13T12:52:53.137868] POS: (5.24, 3.18, 54.4°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: 0.17 | VIB: NO | ALC: 0.09
[2025-05-13T12:52:53.637850] POS: (5.30, 3.26, 54.4°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: -0.06 | VIB: YES | ALC: 0.20
[2025-05-13T12:52:54.137875] POS: (5.34, 3.32, 57.3°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: 0.08 | VIB: NO | ALC: 0.11
[2025-05-13T12:52:54.637847] POS: (5.40, 3.41, 57.3°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: 0.07 | VIB: NO | ALC: 0.02
[2025-05-13T12:52:55.137826] POS: (5.44, 3.48, 60.1°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: 0.19 | VIB: NO | ALC: 0.14
[2025-05-13T12:52:55.637832] POS: (5.49, 3.56, 60.1°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: 0.13 | VIB: NO | ALC: 0.05
[2025-05-13T12:52:56.137859] POS: (5.54, 3.65, 60.1°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: 0.16 | VIB: NO | ALC: 0.07
[2025-05-13T12:52:56.637826] POS: (5.59, 3.74, 60.1°) | VEL: linear=0.20, angular=0.00 | US: 0.32m | MAG: 0.04 | VIB: NO | ALC: 0.12
[2025-05-13T12:52:57.137832] POS: (5.64, 3.82, 60.1°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: 0.11 | VIB: NO | ALC: 0.16
[2025-05-13T12:52:57.637848] POS: (5.69, 3.91, 60.1°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: 0.18 | VIB: NO | ALC: 0.13
[2025-05-13T12:52:58.137876] POS: (5.72, 3.96, 65.8°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.14 | VIB: NO | ALC: 0.10
[2025-05-13T12:52:58.637835] POS: (5.75, 4.04, 68.7°) | VEL: linear=0.00, angular=0.50 | US: 0.22m | MAG: -0.06 | VIB: YES | ALC: 0.17
[2025-05-13T12:52:59.137803] POS: (5.77, 4.11, 71.6°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: 0.12 | VIB: NO | ALC: 0.15
[2025-05-13T12:52:59.637839] POS: (5.80, 4.21, 71.6°) | VEL: linear=0.20, angular=0.00 | US: 0.46m | MAG: -0.00 | VIB: NO | ALC: 0.09
[2025-05-13T12:53:00.137818] POS: (5.84, 4.30, 71.6°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: 0.00 | VIB: NO | ALC: 0.12
[2025-05-13T12:53:00.637848] POS: (5.87, 4.40, 71.6°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: -0.15 | VIB: NO | ALC: 0.07
[2025-05-13T12:53:01.137846] POS: (5.90, 4.49, 71.6°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: -0.02 | VIB: NO | ALC: 0.00
[2025-05-13T12:53:01.637834] POS: (5.93, 4.59, 71.6°) | VEL: linear=0.20, angular=0.00 | US: 0.50m | MAG: -0.10 | VIB: NO | ALC: 0.08
[2025-05-13T12:53:02.137851] POS: (5.96, 4.68, 71.6°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: 0.19 | VIB: NO | ALC: 0.11
[2025-05-13T12:53:02.637891] POS: (5.99, 4.78, 71.6°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: 0.17 | VIB: NO | ALC: 0.07
[2025-05-13T12:53:03.137817] POS: (6.03, 4.87, 71.6°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: 0.12 | VIB: NO | ALC: 0.15
[2025-05-13T12:53:03.637845] POS: (6.06, 4.97, 71.6°) | VEL: linear=0.20, angular=0.00 | US: 1.05m | MAG: 0.09 | VIB: NO | ALC: 0.16
[2025-05-13T12:53:04.137801] POS: (6.08, 5.04, 74.4°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.18 | VIB: NO | ALC: 0.17
[2025-05-13T12:53:04.637840] POS: (6.11, 5.14, 74.4°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.18 | VIB: NO | ALC: 0.02
[2025-05-13T12:53:05.137847] POS: (6.13, 5.24, 74.4°) | VEL: linear=0.20, angular=0.00 | US: 0.95m | MAG: -0.12 | VIB: NO | ALC: 0.18
[2025-05-13T12:53:05.637833] POS: (6.15, 5.31, 77.3°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: 0.17 | VIB: NO | ALC: 0.03
[2025-05-13T12:53:06.137829] POS: (6.17, 5.41, 77.3°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: 0.17 | VIB: NO | ALC: 0.08
[2025-05-13T12:53:06.637835] POS: (6.20, 5.51, 77.3°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: 0.02 | VIB: NO | ALC: 0.06
[2025-05-13T12:53:07.137824] POS: (6.22, 5.61, 77.3°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: -0.18 | VIB: NO | ALC: 0.05
[2025-05-13T12:53:07.637799] POS: (6.23, 5.68, 80.2°) | VEL: linear=0.20, angular=0.00 | US: 0.50m | MAG: 0.08 | VIB: NO | ALC: 0.14
[2025-05-13T12:53:08.137853] POS: (6.25, 5.78, 80.2°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: -0.05 | VIB: NO | ALC: 0.17
[2025-05-13T12:53:08.637835] POS: (6.27, 5.88, 80.2°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: 0.08 | VIB: YES | ALC: 0.13
[2025-05-13T12:53:09.137844] POS: (6.28, 5.98, 80.2°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: 0.03 | VIB: NO | ALC: 0.16
[2025-05-13T12:53:09.637850] POS: (6.29, 6.06, 83.0°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: -0.07 | VIB: NO | ALC: 0.11
[2025-05-13T12:53:10.137841] POS: (6.31, 6.16, 83.0°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.11 | VIB: NO | ALC: 0.09
[2025-05-13T12:53:10.637927] POS: (6.32, 6.24, 85.9°) | VEL: linear=0.00, angular=0.50 | US: 0.21m | MAG: -0.06 | VIB: NO | ALC: 0.19
[2025-05-13T12:53:11.137827] POS: (6.32, 6.34, 85.9°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: 0.03 | VIB: NO | ALC: 0.07
[2025-05-13T12:53:11.637811] POS: (6.33, 6.42, 88.8°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: -0.04 | VIB: NO | ALC: 0.02
[2025-05-13T12:53:12.137835] POS: (6.33, 6.50, 91.6°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: 0.14 | VIB: NO | ALC: 0.01
[2025-05-13T12:53:12.637890] POS: (6.32, 6.56, 97.3°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: -0.08 | VIB: YES | ALC: 0.06
[2025-05-13T12:53:13.137844] POS: (6.31, 6.66, 97.3°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: 0.12 | VIB: NO | ALC: 0.11
[2025-05-13T12:53:13.637900] POS: (6.29, 6.76, 97.3°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.04 | VIB: NO | ALC: 0.08
[2025-05-13T12:53:14.137886] POS: (6.28, 6.85, 97.3°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: 0.18 | VIB: NO | ALC: 0.05
[2025-05-13T12:53:14.637855] POS: (6.27, 6.95, 97.3°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: 0.02 | VIB: NO | ALC: 0.08
[2025-05-13T12:53:15.137844] POS: (6.25, 7.05, 97.3°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: 0.08 | VIB: NO | ALC: 0.17
[2025-05-13T12:53:15.637850] POS: (6.24, 7.15, 97.3°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: 0.17 | VIB: YES | ALC: 0.08
[2025-05-13T12:53:16.137875] POS: (6.23, 7.25, 97.3°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: -0.17 | VIB: NO | ALC: 0.09
[2025-05-13T12:53:16.637836] POS: (6.22, 7.35, 97.3°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: 0.05 | VIB: NO | ALC: 0.01
[2025-05-13T12:53:17.137840] POS: (6.21, 7.43, 100.2°) | VEL: linear=0.00, angular=0.50 | US: 0.21m | MAG: -0.14 | VIB: YES | ALC: 0.02
[2025-05-13T12:53:17.637860] POS: (6.19, 7.53, 100.2°) | VEL: linear=0.20, angular=0.00 | US: 0.95m | MAG: 0.14 | VIB: NO | ALC: 0.10
[2025-05-13T12:53:18.137834] POS: (6.17, 7.61, 103.0°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: 0.12 | VIB: NO | ALC: 0.04
[2025-05-13T12:53:18.637861] POS: (6.15, 7.70, 103.0°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: 0.06 | VIB: NO | ALC: 0.14
[2025-05-13T12:53:19.137799] POS: (6.13, 7.80, 103.0°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: -0.06 | VIB: NO | ALC: 0.20
[2025-05-13T12:53:19.637848] POS: (6.11, 7.86, 108.8°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: 0.00 | VIB: YES | ALC: 0.01
[2025-05-13T12:53:20.137795] POS: (6.08, 7.95, 108.8°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: 0.02 | VIB: NO | ALC: 0.18
[2025-05-13T12:53:20.637836] POS: (6.05, 8.05, 108.8°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: -0.04 | VIB: NO | ALC: 0.01
[2025-05-13T12:53:21.137836] POS: (6.02, 8.12, 111.7°) | VEL: linear=0.00, angular=0.50 | US: 0.23m | MAG: -0.10 | VIB: NO | ALC: 0.14
[2025-05-13T12:53:21.637867] POS: (5.98, 8.22, 111.7°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.08 | VIB: NO | ALC: 0.09
[2025-05-13T12:53:22.137831] POS: (5.95, 8.29, 114.5°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.18 | VIB: NO | ALC: 0.07
[2025-05-13T12:53:22.637840] POS: (5.91, 8.38, 114.5°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: 0.18 | VIB: NO | ALC: 0.06
[2025-05-13T12:53:23.137834] POS: (5.87, 8.47, 114.5°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.10 | VIB: YES | ALC: 0.11
[2025-05-13T12:53:23.637847] POS: (5.83, 8.56, 114.5°) | VEL: linear=0.20, angular=0.00 | US: 0.41m | MAG: -0.14 | VIB: NO | ALC: 0.19
[2025-05-13T12:53:24.137838] POS: (5.80, 8.62, 120.3°) | VEL: linear=0.00, angular=0.50 | US: 0.23m | MAG: 0.02 | VIB: NO | ALC: 0.15
[2025-05-13T12:53:24.637899] POS: (5.75, 8.70, 120.3°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: 0.19 | VIB: NO | ALC: 0.14
[2025-05-13T12:53:25.137872] POS: (5.70, 8.79, 120.3°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: -0.08 | VIB: NO | ALC: 0.05
[2025-05-13T12:53:25.637824] POS: (5.66, 8.86, 123.1°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: -0.09 | VIB: NO | ALC: 0.08
[2025-05-13T12:53:26.137877] POS: (5.61, 8.92, 126.0°) | VEL: linear=0.20, angular=0.00 | US: 0.32m | MAG: 0.01 | VIB: NO | ALC: 0.02
[2025-05-13T12:53:26.637834] POS: (5.55, 9.00, 126.0°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: -0.12 | VIB: NO | ALC: 0.18
[2025-05-13T12:53:27.138048] POS: (5.50, 9.09, 126.0°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: 0.08 | VIB: NO | ALC: 0.02
[2025-05-13T12:53:27.637867] POS: (5.45, 9.15, 128.8°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: -0.11 | VIB: NO | ALC: 0.12
[2025-05-13T12:53:28.137850] POS: (5.39, 9.21, 131.7°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: -0.02 | VIB: NO | ALC: 0.16
[2025-05-13T12:53:28.637820] POS: (5.33, 9.28, 131.7°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.15 | VIB: NO | ALC: 0.03
[2025-05-13T12:53:29.137833] POS: (5.26, 9.36, 131.7°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: 0.03 | VIB: NO | ALC: 0.03
[2025-05-13T12:53:29.639551] POS: (5.19, 9.43, 131.7°) | VEL: linear=0.20, angular=0.00 | US: 1.05m | MAG: 0.05 | VIB: NO | ALC: 0.00
[2025-05-13T12:53:30.137856] POS: (5.13, 9.51, 131.7°) | VEL: linear=0.20, angular=0.00 | US: 1.05m | MAG: -0.15 | VIB: NO | ALC: 0.04
[2025-05-13T12:53:30.637850] POS: (5.07, 9.57, 134.6°) | VEL: linear=0.00, angular=0.50 | US: 0.25m | MAG: -0.08 | VIB: NO | ALC: 0.18
[2025-05-13T12:53:31.137827] POS: (5.00, 9.64, 134.6°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.14 | VIB: NO | ALC: 0.07
[2025-05-13T12:53:31.637841] POS: (4.95, 9.69, 137.4°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.14 | VIB: NO | ALC: 0.06
[2025-05-13T12:53:32.137831] POS: (4.89, 9.75, 140.3°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.12 | VIB: NO | ALC: 0.17
[2025-05-13T12:53:32.637832] POS: (4.81, 9.81, 140.3°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.03 | VIB: NO | ALC: 0.15
[2025-05-13T12:53:33.137836] POS: (4.73, 9.87, 140.3°) | VEL: linear=0.20, angular=0.00 | US: 0.38m | MAG: 0.07 | VIB: NO | ALC: 0.09
[2025-05-13T12:53:33.637861] POS: (4.67, 9.92, 143.2°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: 0.05 | VIB: NO | ALC: 0.09
[2025-05-13T12:53:34.137870] POS: (4.60, 9.97, 146.0°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: 0.10 | VIB: NO | ALC: 0.06
[2025-05-13T12:53:34.637845] POS: (4.52, 10.03, 146.0°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: 0.05 | VIB: NO | ALC: 0.05
[2025-05-13T12:53:35.137838] POS: (4.44, 10.08, 146.0°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.11 | VIB: NO | ALC: 0.05
[2025-05-13T12:53:35.637870] POS: (4.35, 10.14, 146.0°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.18 | VIB: NO | ALC: 0.10
