RoboCar Sensor Log
Started at: 2025-05-13T12:53:51.872756
================================================================================
[2025-05-13T12:53:52.372947] POS: (0.09, 0.00, 0.0°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: 0.01 | VIB: NO | ALC: 0.15
[2025-05-13T12:53:59.872893] POS: (1.42, 0.24, 20.0°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: -0.03 | VIB: NO | ALC: 0.11
[2025-05-13T12:54:00.372995] POS: (1.49, 0.27, 22.9°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.05 | VIB: NO | ALC: 0.20
[2025-05-13T12:54:00.872923] POS: (1.58, 0.31, 22.9°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: 0.16 | VIB: NO | ALC: 0.03
[2025-05-13T12:54:01.372940] POS: (1.66, 0.34, 25.7°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.17 | VIB: NO | ALC: 0.08
[2025-05-13T12:54:01.872922] POS: (1.75, 0.39, 25.7°) | VEL: linear=0.20, angular=0.00 | US: 0.31m | MAG: 0.13 | VIB: NO | ALC: 0.02
[2025-05-13T12:54:02.372935] POS: (1.84, 0.43, 25.7°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: 0.20 | VIB: NO | ALC: 0.13
[2025-05-13T12:54:02.873210] POS: (1.93, 0.47, 25.7°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: 0.18 | VIB: NO | ALC: 0.19
[2025-05-13T12:54:03.372887] POS: (2.02, 0.52, 25.7°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.13 | VIB: NO | ALC: 0.11
[2025-05-13T12:54:03.873009] POS: (2.11, 0.56, 25.7°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: -0.20 | VIB: YES | ALC: 0.17
[2025-05-13T12:54:04.372946] POS: (2.18, 0.59, 28.6°) | VEL: linear=0.00, angular=0.50 | US: 0.28m | MAG: -0.03 | VIB: NO | ALC: 0.11
[2025-05-13T12:54:04.872954] POS: (2.27, 0.64, 28.6°) | VEL: linear=0.20, angular=0.00 | US: 0.31m | MAG: 0.18 | VIB: NO | ALC: 0.05
[2025-05-13T12:54:05.373039] POS: (2.36, 0.69, 28.6°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: -0.09 | VIB: NO | ALC: 0.14
[2025-05-13T12:54:05.873045] POS: (2.44, 0.74, 28.6°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: -0.19 | VIB: NO | ALC: 0.07
[2025-05-13T12:54:06.372945] POS: (2.53, 0.79, 28.6°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: 0.16 | VIB: NO | ALC: 0.16
[2025-05-13T12:54:06.872985] POS: (2.58, 0.82, 34.4°) | VEL: linear=0.00, angular=0.50 | US: 0.27m | MAG: 0.15 | VIB: NO | ALC: 0.02
[2025-05-13T12:54:07.372928] POS: (2.66, 0.87, 34.4°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: 0.18 | VIB: NO | ALC: 0.10
[2025-05-13T12:54:07.872973] POS: (2.75, 0.93, 34.4°) | VEL: linear=0.20, angular=0.00 | US: 0.35m | MAG: -0.10 | VIB: NO | ALC: 0.02
[2025-05-13T12:54:08.372983] POS: (2.81, 0.97, 37.2°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: 0.03 | VIB: NO | ALC: 0.14
[2025-05-13T12:54:08.872940] POS: (2.89, 1.04, 37.2°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.02 | VIB: NO | ALC: 0.10
[2025-05-13T12:54:09.372948] POS: (2.97, 1.10, 37.2°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: 0.18 | VIB: NO | ALC: 0.05
[2025-05-13T12:54:09.872956] POS: (3.03, 1.15, 40.1°) | VEL: linear=0.20, angular=0.00 | US: 0.37m | MAG: 0.00 | VIB: NO | ALC: 0.07
[2025-05-13T12:54:10.373010] POS: (3.09, 1.20, 43.0°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: 0.05 | VIB: NO | ALC: 0.07
[2025-05-13T12:54:10.872959] POS: (3.17, 1.27, 43.0°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.04 | VIB: NO | ALC: 0.04
[2025-05-13T12:54:11.373068] POS: (3.24, 1.34, 43.0°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: -0.01 | VIB: NO | ALC: 0.20
[2025-05-13T12:54:11.872906] POS: (3.31, 1.40, 43.0°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: 0.06 | VIB: NO | ALC: 0.02
[2025-05-13T12:54:12.372951] POS: (3.39, 1.47, 43.0°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.14 | VIB: NO | ALC: 0.07
[2025-05-13T12:54:12.872958] POS: (3.46, 1.54, 43.0°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: 0.12 | VIB: NO | ALC: 0.08
[2025-05-13T12:54:13.372976] POS: (3.52, 1.60, 45.8°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.15 | VIB: NO | ALC: 0.13
[2025-05-13T12:54:13.872947] POS: (3.59, 1.67, 45.8°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: 0.08 | VIB: NO | ALC: 0.17
[2025-05-13T12:54:14.373063] POS: (3.66, 1.74, 45.8°) | VEL: linear=0.20, angular=0.00 | US: 0.36m | MAG: 0.04 | VIB: YES | ALC: 0.06
[2025-05-13T12:54:14.872951] POS: (3.71, 1.80, 48.7°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: -0.08 | VIB: NO | ALC: 0.09
[2025-05-13T12:54:15.372965] POS: (3.77, 1.88, 48.7°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: -0.04 | VIB: NO | ALC: 0.16
[2025-05-13T12:54:15.872989] POS: (3.84, 1.95, 48.7°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: 0.11 | VIB: NO | ALC: 0.11
[2025-05-13T12:54:16.372983] POS: (3.91, 2.03, 48.7°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: 0.15 | VIB: NO | ALC: 0.16
[2025-05-13T12:54:16.872975] POS: (3.96, 2.09, 51.5°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: -0.08 | VIB: NO | ALC: 0.02
[2025-05-13T12:54:17.372913] POS: (4.01, 2.15, 54.4°) | VEL: linear=0.20, angular=0.00 | US: 0.31m | MAG: 0.14 | VIB: NO | ALC: 0.18
[2025-05-13T12:54:17.872965] POS: (4.06, 2.23, 54.4°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: -0.12 | VIB: NO | ALC: 0.06
[2025-05-13T12:54:18.373018] POS: (4.12, 2.31, 54.4°) | VEL: linear=0.20, angular=0.00 | US: 1.05m | MAG: -0.02 | VIB: NO | ALC: 0.10
[2025-05-13T12:54:18.873074] POS: (4.18, 2.40, 54.4°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.14 | VIB: NO | ALC: 0.17
[2025-05-13T12:54:19.373066] POS: (4.24, 2.48, 54.4°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: -0.11 | VIB: NO | ALC: 0.15
[2025-05-13T12:54:19.872985] POS: (4.30, 2.56, 54.4°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: 0.03 | VIB: NO | ALC: 0.14
[2025-05-13T12:54:20.372970] POS: (4.35, 2.64, 54.4°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: 0.04 | VIB: NO | ALC: 0.06
[2025-05-13T12:54:20.872959] POS: (4.41, 2.72, 54.4°) | VEL: linear=0.20, angular=0.00 | US: 0.40m | MAG: 0.05 | VIB: NO | ALC: 0.05
[2025-05-13T12:54:21.373210] POS: (4.44, 2.77, 60.1°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.12 | VIB: NO | ALC: 0.05
[2025-05-13T12:54:21.872999] POS: (4.49, 2.86, 60.1°) | VEL: linear=0.20, angular=0.00 | US: 0.36m | MAG: -0.06 | VIB: NO | ALC: 0.11
[2025-05-13T12:54:22.373011] POS: (4.54, 2.95, 60.1°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.17 | VIB: NO | ALC: 0.12
[2025-05-13T12:54:22.872958] POS: (4.59, 3.03, 60.1°) | VEL: linear=0.20, angular=0.00 | US: 0.95m | MAG: -0.13 | VIB: NO | ALC: 0.07
[2025-05-13T12:54:23.372984] POS: (4.63, 3.10, 63.0°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.12 | VIB: YES | ALC: 0.19
[2025-05-13T12:54:23.872976] POS: (4.68, 3.19, 63.0°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.15 | VIB: NO | ALC: 0.12
[2025-05-13T12:54:24.372953] POS: (4.72, 3.28, 63.0°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: -0.17 | VIB: NO | ALC: 0.07
[2025-05-13T12:54:24.872898] POS: (4.77, 3.37, 63.0°) | VEL: linear=0.20, angular=0.00 | US: 0.40m | MAG: -0.04 | VIB: YES | ALC: 0.10
[2025-05-13T12:54:25.372989] POS: (4.81, 3.46, 63.0°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: -0.17 | VIB: NO | ALC: 0.03
[2025-05-13T12:54:25.873008] POS: (4.86, 3.55, 63.0°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: 0.01 | VIB: NO | ALC: 0.11
[2025-05-13T12:54:26.372940] POS: (4.90, 3.64, 63.0°) | VEL: linear=0.20, angular=0.00 | US: 0.95m | MAG: -0.03 | VIB: NO | ALC: 0.02
[2025-05-13T12:54:26.872936] POS: (4.95, 3.73, 63.0°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.20 | VIB: NO | ALC: 0.06
[2025-05-13T12:54:27.372960] POS: (4.99, 3.82, 63.0°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: -0.15 | VIB: NO | ALC: 0.11
[2025-05-13T12:54:27.873278] POS: (5.03, 3.89, 65.9°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.17 | VIB: NO | ALC: 0.09
[2025-05-13T12:54:28.373217] POS: (5.05, 3.94, 71.6°) | VEL: linear=0.00, angular=0.50 | US: 0.28m | MAG: 0.10 | VIB: NO | ALC: 0.17
[2025-05-13T12:54:28.873217] POS: (5.07, 4.02, 74.5°) | VEL: linear=0.20, angular=0.00 | US: 1.05m | MAG: -0.15 | VIB: NO | ALC: 0.09
[2025-05-13T12:54:29.373013] POS: (5.10, 4.12, 74.5°) | VEL: linear=0.20, angular=0.00 | US: 0.41m | MAG: -0.11 | VIB: NO | ALC: 0.01
[2025-05-13T12:54:29.872926] POS: (5.13, 4.21, 74.5°) | VEL: linear=0.20, angular=0.00 | US: 0.47m | MAG: -0.05 | VIB: NO | ALC: 0.01
[2025-05-13T12:54:30.372955] POS: (5.15, 4.29, 77.4°) | VEL: linear=0.00, angular=0.50 | US: 0.25m | MAG: -0.19 | VIB: NO | ALC: 0.18
[2025-05-13T12:54:30.872950] POS: (5.16, 4.37, 80.2°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: 0.20 | VIB: YES | ALC: 0.03
[2025-05-13T12:54:31.372978] POS: (5.18, 4.47, 80.2°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.01 | VIB: NO | ALC: 0.17
[2025-05-13T12:54:31.872975] POS: (5.20, 4.57, 80.2°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: -0.10 | VIB: NO | ALC: 0.10
[2025-05-13T12:54:32.372963] POS: (5.21, 4.64, 83.1°) | VEL: linear=0.00, angular=0.50 | US: 0.25m | MAG: 0.20 | VIB: NO | ALC: 0.04
[2025-05-13T12:54:32.872974] POS: (5.22, 4.74, 83.1°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: 0.07 | VIB: NO | ALC: 0.16
[2025-05-13T12:54:33.372990] POS: (5.23, 4.84, 83.1°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.15 | VIB: YES | ALC: 0.00
[2025-05-13T12:54:33.873006] POS: (5.25, 4.94, 83.1°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.16 | VIB: NO | ALC: 0.01
[2025-05-13T12:54:34.372970] POS: (5.26, 5.04, 83.1°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.04 | VIB: NO | ALC: 0.00
[2025-05-13T12:54:34.872972] POS: (5.26, 5.12, 85.9°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: 0.19 | VIB: NO | ALC: 0.19
[2025-05-13T12:54:35.372948] POS: (5.27, 5.22, 85.9°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: -0.06 | VIB: NO | ALC: 0.02
[2025-05-13T12:54:35.873058] POS: (5.28, 5.32, 85.9°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: 0.00 | VIB: NO | ALC: 0.05
[2025-05-13T12:54:36.372994] POS: (5.29, 5.42, 85.9°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: 0.00 | VIB: NO | ALC: 0.08
[2025-05-13T12:54:36.873184] POS: (5.29, 5.52, 85.9°) | VEL: linear=0.20, angular=0.00 | US: 0.47m | MAG: 0.11 | VIB: NO | ALC: 0.20
[2025-05-13T12:54:37.373045] POS: (5.30, 5.62, 85.9°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: 0.02 | VIB: NO | ALC: 0.15
[2025-05-13T12:54:37.872993] POS: (5.30, 5.70, 88.8°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: 0.13 | VIB: NO | ALC: 0.12
[2025-05-13T12:54:38.372984] POS: (5.30, 5.78, 91.7°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: -0.07 | VIB: NO | ALC: 0.06
[2025-05-13T12:54:38.872965] POS: (5.30, 5.88, 91.7°) | VEL: linear=0.20, angular=0.00 | US: 0.95m | MAG: -0.11 | VIB: NO | ALC: 0.01
[2025-05-13T12:54:39.373012] POS: (5.29, 5.98, 91.7°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: -0.11 | VIB: NO | ALC: 0.03
[2025-05-13T12:54:39.872952] POS: (5.29, 6.08, 91.7°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.14 | VIB: NO | ALC: 0.12
[2025-05-13T12:54:40.372951] POS: (5.29, 6.18, 91.7°) | VEL: linear=0.20, angular=0.00 | US: 0.95m | MAG: 0.19 | VIB: NO | ALC: 0.05
[2025-05-13T12:54:40.872970] POS: (5.28, 6.28, 91.7°) | VEL: linear=0.20, angular=0.00 | US: 0.42m | MAG: -0.10 | VIB: NO | ALC: 0.06
[2025-05-13T12:54:41.372942] POS: (5.28, 6.38, 91.7°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: -0.18 | VIB: NO | ALC: 0.03
[2025-05-13T12:54:41.872957] POS: (5.28, 6.48, 91.7°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: 0.17 | VIB: NO | ALC: 0.16
[2025-05-13T12:54:42.372937] POS: (5.28, 6.58, 91.7°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: -0.18 | VIB: NO | ALC: 0.18
[2025-05-13T12:54:42.872973] POS: (5.27, 6.66, 94.5°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: 0.12 | VIB: NO | ALC: 0.14
[2025-05-13T12:54:43.372952] POS: (5.26, 6.76, 94.5°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: 0.01 | VIB: NO | ALC: 0.05
[2025-05-13T12:54:43.872953] POS: (5.26, 6.86, 94.5°) | VEL: linear=0.20, angular=0.00 | US: 0.48m | MAG: 0.00 | VIB: NO | ALC: 0.07
[2025-05-13T12:54:44.372932] POS: (5.25, 6.94, 97.4°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.08 | VIB: NO | ALC: 0.17
[2025-05-13T12:54:44.872905] POS: (5.24, 7.04, 97.4°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: -0.12 | VIB: NO | ALC: 0.13
[2025-05-13T12:54:45.373057] POS: (5.22, 7.14, 97.4°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: -0.12 | VIB: NO | ALC: 0.02
[2025-05-13T12:54:45.872908] POS: (5.21, 7.20, 103.1°) | VEL: linear=0.00, angular=0.50 | US: 0.25m | MAG: 0.16 | VIB: NO | ALC: 0.17
[2025-05-13T12:54:46.372939] POS: (5.19, 7.27, 106.0°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: 0.11 | VIB: NO | ALC: 0.05
[2025-05-13T12:54:46.872979] POS: (5.16, 7.37, 106.0°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: -0.06 | VIB: NO | ALC: 0.06
[2025-05-13T12:54:47.372948] POS: (5.13, 7.47, 106.0°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: -0.11 | VIB: NO | ALC: 0.08
[2025-05-13T12:54:47.873054] POS: (5.11, 7.56, 106.0°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.05 | VIB: YES | ALC: 0.18
[2025-05-13T12:54:48.372997] POS: (5.08, 7.66, 106.0°) | VEL: linear=0.20, angular=0.00 | US: 0.40m | MAG: 0.11 | VIB: NO | ALC: 0.16
[2025-05-13T12:54:48.872937] POS: (5.05, 7.75, 106.0°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.13 | VIB: NO | ALC: 0.14
[2025-05-13T12:54:49.372953] POS: (5.02, 7.85, 106.0°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: 0.09 | VIB: NO | ALC: 0.19
[2025-05-13T12:54:49.873005] POS: (5.00, 7.95, 106.0°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: 0.15 | VIB: NO | ALC: 0.03
[2025-05-13T12:54:50.373069] POS: (4.97, 8.04, 106.0°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: -0.02 | VIB: YES | ALC: 0.02
[2025-05-13T12:54:50.873076] POS: (4.94, 8.14, 106.0°) | VEL: linear=0.20, angular=0.00 | US: 0.48m | MAG: -0.15 | VIB: NO | ALC: 0.14
[2025-05-13T12:54:51.372894] POS: (4.92, 8.21, 108.9°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: -0.04 | VIB: NO | ALC: 0.04
[2025-05-13T12:54:51.872963] POS: (4.89, 8.29, 111.7°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: 0.11 | VIB: NO | ALC: 0.14
[2025-05-13T12:54:52.373179] POS: (4.86, 8.36, 114.6°) | VEL: linear=0.00, angular=0.50 | US: 0.29m | MAG: 0.07 | VIB: NO | ALC: 0.17
[2025-05-13T12:54:52.872986] POS: (4.82, 8.43, 117.5°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.02 | VIB: YES | ALC: 0.12
[2025-05-13T12:54:53.372959] POS: (4.78, 8.52, 117.5°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: 0.20 | VIB: NO | ALC: 0.07
[2025-05-13T12:54:53.873003] POS: (4.73, 8.61, 117.5°) | VEL: linear=0.20, angular=0.00 | US: 1.05m | MAG: -0.14 | VIB: NO | ALC: 0.20
[2025-05-13T12:54:54.372923] POS: (4.69, 8.68, 120.3°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: 0.15 | VIB: NO | ALC: 0.11
[2025-05-13T12:54:54.872919] POS: (4.64, 8.77, 120.3°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.18 | VIB: NO | ALC: 0.06
[2025-05-13T12:54:55.372961] POS: (4.60, 8.84, 123.2°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: 0.17 | VIB: NO | ALC: 0.15
[2025-05-13T12:54:55.872918] POS: (4.54, 8.92, 123.2°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: 0.06 | VIB: YES | ALC: 0.05
[2025-05-13T12:54:56.372933] POS: (4.49, 9.00, 123.2°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: -0.08 | VIB: NO | ALC: 0.10
[2025-05-13T12:54:56.872937] POS: (4.44, 9.07, 126.0°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: -0.14 | VIB: NO | ALC: 0.16
[2025-05-13T12:54:57.372949] POS: (4.40, 9.13, 128.9°) | VEL: linear=0.00, angular=0.50 | US: 0.28m | MAG: 0.05 | VIB: NO | ALC: 0.16
[2025-05-13T12:54:57.872917] POS: (4.34, 9.19, 131.8°) | VEL: linear=0.20, angular=0.00 | US: 0.37m | MAG: -0.03 | VIB: NO | ALC: 0.11
[2025-05-13T12:54:58.372933] POS: (4.29, 9.25, 134.7°) | VEL: linear=0.20, angular=0.00 | US: 0.39m | MAG: -0.11 | VIB: NO | ALC: 0.02
[2025-05-13T12:54:58.872950] POS: (4.22, 9.32, 134.7°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: 0.14 | VIB: NO | ALC: 0.15
[2025-05-13T12:54:59.372957] POS: (4.16, 9.38, 137.5°) | VEL: linear=0.20, angular=0.00 | US: 0.37m | MAG: -0.08 | VIB: NO | ALC: 0.00
[2025-05-13T12:54:59.872940] POS: (4.09, 9.44, 137.5°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: 0.06 | VIB: NO | ALC: 0.01
[2025-05-13T12:55:00.372959] POS: (4.01, 9.51, 137.5°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: 0.02 | VIB: NO | ALC: 0.15
[2025-05-13T12:55:00.872918] POS: (3.96, 9.55, 143.2°) | VEL: linear=0.20, angular=0.00 | US: 0.48m | MAG: 0.04 | VIB: NO | ALC: 0.08
[2025-05-13T12:55:01.372970] POS: (3.90, 9.59, 146.1°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: -0.06 | VIB: NO | ALC: 0.04
[2025-05-13T12:55:01.872932] POS: (3.82, 9.65, 146.1°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: -0.05 | VIB: NO | ALC: 0.03
[2025-05-13T12:55:02.372945] POS: (3.73, 9.71, 146.1°) | VEL: linear=0.20, angular=0.00 | US: 0.32m | MAG: -0.16 | VIB: NO | ALC: 0.07
[2025-05-13T12:55:02.872944] POS: (3.68, 9.74, 151.9°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: -0.14 | VIB: YES | ALC: 0.07
[2025-05-13T12:55:03.372941] POS: (3.61, 9.77, 154.7°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: 0.20 | VIB: NO | ALC: 0.06
[2025-05-13T12:55:03.872934] POS: (3.52, 9.81, 154.7°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.11 | VIB: NO | ALC: 0.15
[2025-05-13T12:55:04.372915] POS: (3.43, 9.86, 154.7°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: 0.18 | VIB: NO | ALC: 0.15
[2025-05-13T12:55:04.872993] POS: (3.36, 9.89, 157.6°) | VEL: linear=0.20, angular=0.00 | US: 0.95m | MAG: -0.18 | VIB: YES | ALC: 0.12
[2025-05-13T12:55:05.372941] POS: (3.26, 9.93, 157.6°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.13 | VIB: NO | ALC: 0.14
[2025-05-13T12:55:05.872893] POS: (3.17, 9.97, 157.6°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: -0.06 | VIB: NO | ALC: 0.17
[2025-05-13T12:55:06.372952] POS: (3.08, 10.01, 157.6°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: 0.04 | VIB: NO | ALC: 0.02
[2025-05-13T12:55:06.873114] POS: (3.01, 10.03, 160.5°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: 0.18 | VIB: NO | ALC: 0.20
[2025-05-13T12:55:07.372974] POS: (2.91, 10.07, 160.5°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: 0.18 | VIB: NO | ALC: 0.15
[2025-05-13T12:55:07.872947] POS: (2.82, 10.10, 160.5°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: -0.05 | VIB: NO | ALC: 0.06
[2025-05-13T12:55:08.372947] POS: (2.72, 10.13, 160.5°) | VEL: linear=0.20, angular=0.00 | US: 0.38m | MAG: -0.16 | VIB: NO | ALC: 0.17
